Hugo_Symbol,n_variants,n_predicted_artifacts,artifact_rate,mean_probability
QARS1,3,3,1.0,0.9911108
RAB3C,3,3,1.0,0.9455302
RAD23B,3,3,1.0,0.93941337
RAE1,3,3,1.0,0.9913487
RALGAPB,3,3,1.0,0.9274606
RAMP3,3,3,1.0,0.9886112
RAPGEF3,3,3,1.0,0.98970866
RAPGEF4,3,3,1.0,0.92421454
RBBP5,3,3,1.0,0.96916074
RBM28,3,3,1.0,0.9274866
RGL3,3,3,1.0,0.9913812
RINT1,3,3,1.0,0.98251265
RNASE10,3,3,1.0,0.96195245
RND3,3,3,1.0,0.9368866
RNF128,3,3,1.0,0.93916535
RNF144A,3,3,1.0,0.94756967
RNF214,3,3,1.0,0.9914465
RPL30,3,3,1.0,0.9686684
RRAGD,3,3,1.0,0.9724812
RSPRY1,3,3,1.0,0.99071115
RTBDN,3,3,1.0,0.97852993
RTN4IP1,3,3,1.0,0.9649195
RTRAF,3,3,1.0,0.9868193
RUNX1,3,3,1.0,0.92134696
RYBP,3,3,1.0,0.9649518
SASS6,3,3,1.0,0.99132603
SDAD1,3,3,1.0,0.9896191
SEC24D,3,3,1.0,0.97804403
SEC61A2,3,3,1.0,0.9812801
SENP6,3,3,1.0,0.95445377
SEPTIN10,3,3,1.0,0.9609758
SEPTIN12,3,3,1.0,0.9629043
SESN1,3,3,1.0,0.91992617
SFMBT2,3,3,1.0,0.9890518
SHLD1,3,3,1.0,0.9597104
SIGLEC1,3,3,1.0,0.9359483
SIK3,3,3,1.0,0.90687394
SIL1,3,3,1.0,0.9865725
SLC12A9,3,3,1.0,0.9869518
SLC13A1,3,3,1.0,0.98139596
SLC1A1,3,3,1.0,0.9434312
SLC25A14,3,3,1.0,0.979057
SLC2A12,3,3,1.0,0.96060663
SLC2A13,3,3,1.0,0.956784
SLC36A3,3,3,1.0,0.9232027
SLC38A10,3,3,1.0,0.9453322
SLC39A8,3,3,1.0,0.9559102
SLC5A3,3,3,1.0,0.98642
SLC7A10,3,3,1.0,0.98635167
SLC8A1,3,3,1.0,0.9592102
SLX4IP,3,3,1.0,0.9879424
SMC4,3,3,1.0,0.96515656
SMG5,3,3,1.0,0.9816787
SMPDL3B,3,3,1.0,0.9912512
SNX19,3,3,1.0,0.99121094
SNX27,3,3,1.0,0.989139
SOAT1,3,3,1.0,0.9799878
SPDL1,3,3,1.0,0.981834
SPDYE1,3,3,1.0,0.9520049
SPRYD4,3,3,1.0,0.91081506
SPTLC1,3,3,1.0,0.9914655
SSRP1,3,3,1.0,0.9176903
STAP1,3,3,1.0,0.9809671
STARD3NL,3,3,1.0,0.98685193
STAU2,3,3,1.0,0.95338386
STIL,3,3,1.0,0.9095691
STK39,3,3,1.0,0.92084044
SUPT20HL1,3,3,1.0,0.9122925
TBC1D3B,3,3,1.0,0.98947763
TBP,3,3,1.0,0.9731827
TBX6,3,3,1.0,0.9861024
TCAF1,3,3,1.0,0.99004394
TCEAL5,3,3,1.0,0.9749346
TCEAL6,3,3,1.0,0.94262177
TCERG1,3,3,1.0,0.96978813
TDO2,3,3,1.0,0.96392816
TERB2,3,3,1.0,0.9458256
TEX10,3,3,1.0,0.9242344
TEX101,3,3,1.0,0.979044
TEX29,3,3,1.0,0.9884608
TEX55,3,3,1.0,0.97952986
TFAP2B,3,3,1.0,0.91943187
TIMM44,3,3,1.0,0.9555424
TJAP1,3,3,1.0,0.90001494
TM4SF20,3,3,1.0,0.9587696
TM7SF2,3,3,1.0,0.9802728
TMEM144,3,3,1.0,0.9591622
TMEM181,3,3,1.0,0.974227
TMEM200C,3,3,1.0,0.99030143
TMEM38A,3,3,1.0,0.9544754
TMEM45B,3,3,1.0,0.9878742
TMPRSS11E,3,3,1.0,0.9707168
TMTC4,3,3,1.0,0.93283993
TNFAIP8L3,3,3,1.0,0.9596329
TPH1,3,3,1.0,0.98947066
TPST1,3,3,1.0,0.9645593
TRAM1L1,3,3,1.0,0.88537675
TRBV3-1,3,3,1.0,0.9842505
TRBV4-1,3,3,1.0,0.9840469
TRHR,3,3,1.0,0.97286963
TRIM27,3,3,1.0,0.91940814
TRIM65,3,3,1.0,0.97531676
TRMT10B,3,3,1.0,0.971312
TRO,3,3,1.0,0.991211
TSPAN12,3,3,1.0,0.9763506
TTPAL,3,3,1.0,0.9689905
TUBA1C,3,3,1.0,0.97501326
TUBA4A,3,3,1.0,0.96830434
TULP1,3,3,1.0,0.9576737
TUT7,3,3,1.0,0.99066234
TXNIP,3,3,1.0,0.98032904
UBE3D,3,3,1.0,0.97103804
UBQLNL,3,3,1.0,0.9241142
UBR3,3,3,1.0,0.92331487
UGT2A2,3,3,1.0,0.983857
USP14,3,3,1.0,0.94932455
VAV3,3,3,1.0,0.93054694
VEPH1,3,3,1.0,0.98839045
VN1R4,3,3,1.0,0.9765951
VWC2,3,3,1.0,0.9178327
WAPL,3,3,1.0,0.98934126
WASF3,3,3,1.0,0.9702049
WDR35,3,3,1.0,0.98250914
WDR92,3,3,1.0,0.96733123
WNT4,3,3,1.0,0.9533808
YTHDF2,3,3,1.0,0.9395933
ZBBX,3,3,1.0,0.9868557
ZC3H7A,3,3,1.0,0.94810754
ZKSCAN1,3,3,1.0,0.9905599
ZKSCAN3,3,3,1.0,0.97241974
ZNF112,3,3,1.0,0.9799623
ZNF14,3,3,1.0,0.98982614
ZNF205,3,3,1.0,0.9731439
ZNF3,3,3,1.0,0.9905912
ZNF347,3,3,1.0,0.98958135
ZNF366,3,3,1.0,0.96020395
ZNF417,3,3,1.0,0.9847784
ZNF473,3,3,1.0,0.96675056
ZNF578,3,3,1.0,0.98728806
ZNF630,3,3,1.0,0.966315
ZNF662,3,3,1.0,0.93624514
ZNF700,3,3,1.0,0.9217448
ZNF768,3,3,1.0,0.9908018
ZNF77,3,3,1.0,0.9613367
ZNF875,3,3,1.0,0.9867678
ZPBP2,3,3,1.0,0.9770048
ZYX,3,3,1.0,0.9595751
ACP3,4,3,0.75,0.8206347
ACTBL2,4,3,0.75,0.81756413
ACVR1C,4,3,0.75,0.7173823
ADAM9,4,3,0.75,0.8986826
ADCY2,4,3,0.75,0.7362095
AGFG1,4,3,0.75,0.71290463
AGPAT4,4,3,0.75,0.7126959
AGTPBP1,4,3,0.75,0.8262883
AKAP17A,4,3,0.75,0.8114306
ALDH3B2,4,3,0.75,0.8121568
ANGEL2,4,3,0.75,0.70721716
ANO9,4,3,0.75,0.7516688
AQP9,4,3,0.75,0.8518556
ARHGAP18,4,3,0.75,0.7386298
ARHGAP29,4,3,0.75,0.75100255
ARHGAP5,4,3,0.75,0.83383507
ARHGEF19,4,3,0.75,0.87948745
ARHGEF40,4,3,0.75,0.8326305
ARMC6,4,3,0.75,0.8021287
ART4,4,3,0.75,0.74689406
ASB15,4,3,0.75,0.898018
ATP13A5,4,3,0.75,0.7344234
ATP1A4,4,3,0.75,0.7808144
ATP2B4,4,3,0.75,0.911909
ATP6V0A1,4,3,0.75,0.7514645
BCL6B,4,3,0.75,0.7428434
BCL9,4,3,0.75,0.66509163
BEST3,4,3,0.75,0.8866949
BICC1,4,3,0.75,0.7871951
BTBD9,4,3,0.75,0.7605995
BTK,4,3,0.75,0.6971892
BUB1,4,3,0.75,0.6777044
C10orf90,4,3,0.75,0.7196241
CA8,4,3,0.75,0.67887294
CARM1,4,3,0.75,0.7427536
CASD1,4,3,0.75,0.80858415
CCAR2,4,3,0.75,0.688461
CCDC173,4,3,0.75,0.8134877
CCDC27,4,3,0.75,0.775002
CCDC6,4,3,0.75,0.88322663
CCDC66,4,3,0.75,0.69610393
CCDC7,4,3,0.75,0.7383356
CCL14,4,3,0.75,0.8696315
CCT6B,4,3,0.75,0.8260145
CDC42BPB,4,3,0.75,0.72903705
CDH13,4,3,0.75,0.6985573
CDH16,4,3,0.75,0.86017823
CDKAL1,4,3,0.75,0.6777077
CELF5,4,3,0.75,0.71513605
CEP135,4,3,0.75,0.9117031
CEP164,4,3,0.75,0.7434001
CEP290,4,3,0.75,0.7248881
CHST1,4,3,0.75,0.73244095
CKAP2,4,3,0.75,0.8111119
CKMT1B,4,3,0.75,0.8528693
CLU,4,3,0.75,0.77926946
CNTRL,4,3,0.75,0.9135434
COL10A1,4,3,0.75,0.7916434
COLGALT2,4,3,0.75,0.7507131
COPG1,4,3,0.75,0.8555623
COPG2,4,3,0.75,0.8402879
CPNE4,4,3,0.75,0.78912956
CPXCR1,4,3,0.75,0.7210115
CSPP1,4,3,0.75,0.7366673
CXADR,4,3,0.75,0.7148626
CXXC1,4,3,0.75,0.7492335
CYP11B1,4,3,0.75,0.8678237
CYP1A2,4,3,0.75,0.8676609
CYP2D6,4,3,0.75,0.7008745
DAB2IP,4,3,0.75,0.7426731
DAGLA,4,3,0.75,0.87670076
DDX10,4,3,0.75,0.8054745
DDX54,4,3,0.75,0.7424445
DGCR2,4,3,0.75,0.72264504
DHX40,4,3,0.75,0.7728411
DIABLO,4,3,0.75,0.8129444
DMTF1,4,3,0.75,0.7737843
DNAJB8,4,3,0.75,0.83482456
DNAJC1,4,3,0.75,0.8999746
DNAJC2,4,3,0.75,0.7398224
DNM1,4,3,0.75,0.68455225
DNMT3B,4,3,0.75,0.6798804
DRD2,4,3,0.75,0.8250484
DYRK4,4,3,0.75,0.74976116
DZANK1,4,3,0.75,0.7796374
EBF3,4,3,0.75,0.88334715
EEF1AKMT4-ECE2,4,3,0.75,0.7437154
EEF2K,4,3,0.75,0.70918703
EIF3M,4,3,0.75,0.8463352
ELOVL2,4,3,0.75,0.8186809
ELOVL4,4,3,0.75,0.87147546
ENC1,4,3,0.75,0.7022992
ERAP2,4,3,0.75,0.7337405
ESCO1,4,3,0.75,0.8732807
ETAA1,4,3,0.75,0.82411367
ETS1,4,3,0.75,0.80657876
EVC,4,3,0.75,0.73865354
FARSA,4,3,0.75,0.74117833
FASTKD5,4,3,0.75,0.76608354
FBP2,4,3,0.75,0.7405654
FEZ2,4,3,0.75,0.7274996
FGFR3,4,3,0.75,0.7076288
FGG,4,3,0.75,0.8630869
FGL1,4,3,0.75,0.7778906
FOLH1,4,3,0.75,0.8570774
G3BP2,4,3,0.75,0.73809206
GARRE1,4,3,0.75,0.8947847
GBP1,4,3,0.75,0.7491691
GCK,4,3,0.75,0.7796182
GIGYF2,4,3,0.75,0.71038854
GIMAP8,4,3,0.75,0.90293974
GIPC1,4,3,0.75,0.75904906
GK2,4,3,0.75,0.72411585
GLIPR1,4,3,0.75,0.75386935
GLP1R,4,3,0.75,0.6889546
GLYCTK,4,3,0.75,0.74477285
GNGT2,4,3,0.75,0.8017889
GOLM1,4,3,0.75,0.73434156
GPR45,4,3,0.75,0.7178392
GPR50,4,3,0.75,0.7055468
GPR61,4,3,0.75,0.7841395
GPRIN2,4,3,0.75,0.8362695
GPS1,4,3,0.75,0.7802
GRK2,4,3,0.75,0.7724372
GSDMA,4,3,0.75,0.81674206
GTF2IRD1,4,3,0.75,0.7478585
HAS2,4,3,0.75,0.9004096
HASPIN,4,3,0.75,0.8762423
HCN2,4,3,0.75,0.7410307
HCRTR1,4,3,0.75,0.892813
HDAC1,4,3,0.75,0.8396595
HERPUD2,4,3,0.75,0.74075294
HMBOX1,4,3,0.75,0.7678711
HNF1A,4,3,0.75,0.8482735
HPN,4,3,0.75,0.8795096
HR,4,3,0.75,0.7264834
HS3ST3A1,4,3,0.75,0.8414906
HSF2,4,3,0.75,0.8938247
HTR1F,4,3,0.75,0.8054865
IFIT5,4,3,0.75,0.8171878
IGF2BP3,4,3,0.75,0.72318417
IL1RL1,4,3,0.75,0.7445063
IL2RA,4,3,0.75,0.727673
IL4I1,4,3,0.75,0.72316504
IL7R,4,3,0.75,0.755062
INTS10,4,3,0.75,0.8308187
IPP,4,3,0.75,0.73604524
IQUB,4,3,0.75,0.80600417
IRAK4,4,3,0.75,0.87589693
ISLR,4,3,0.75,0.7980062
KCNC4,4,3,0.75,0.75196445
KCNH2,4,3,0.75,0.80866516
KCNS3,4,3,0.75,0.83877635
KCTD19,4,3,0.75,0.74694
KIF13A,4,3,0.75,0.7424438
KIF21B,4,3,0.75,0.72750884
KLHL38,4,3,0.75,0.7850995
KRT12,4,3,0.75,0.70104116
KRT33B,4,3,0.75,0.8992881
LAMP3,4,3,0.75,0.8763255
LEO1,4,3,0.75,0.8797661
LGALS14,4,3,0.75,0.88125473
LHFPL1,4,3,0.75,0.7204613
LPP,4,3,0.75,0.6874578
LYN,4,3,0.75,0.75664973
MALT1,4,3,0.75,0.7916691
MAMDC2,4,3,0.75,0.7331785
MAP6,4,3,0.75,0.78530926
MAP9,4,3,0.75,0.7342168
MAPK9,4,3,0.75,0.80695224
MARCHF6,4,3,0.75,0.88129485
MC2R,4,3,0.75,0.81166136
MCCC1,4,3,0.75,0.7482867
MCOLN1,4,3,0.75,0.6997479
MEIS3,4,3,0.75,0.7853694
MEST,4,3,0.75,0.79795
MFN1,4,3,0.75,0.7293117
MIDEAS,4,3,0.75,0.7237924
MIER3,4,3,0.75,0.73744106
MINDY4,4,3,0.75,0.9006901
MLH3,4,3,0.75,0.694369
MMP9,4,3,0.75,0.7348512
MMS22L,4,3,0.75,0.8873749
MROH7,4,3,0.75,0.8192061
MS4A6A,4,3,0.75,0.8291915
MTMR2,4,3,0.75,0.7827678
MX1,4,3,0.75,0.8162072
MYCBPAP,4,3,0.75,0.9017518
MYF5,4,3,0.75,0.8674462
MYRF,4,3,0.75,0.6979607
NBEAL1,4,3,0.75,0.66732526
NCR1,4,3,0.75,0.6711384
NECAB1,4,3,0.75,0.73264194
NFXL1,4,3,0.75,0.77092576
NINL,4,3,0.75,0.7931478
NSUN5,4,3,0.75,0.863085
NUP107,4,3,0.75,0.7596603
NXPH1,4,3,0.75,0.89540154
OPCML,4,3,0.75,0.831867
OPRL1,4,3,0.75,0.7391872
OR10H1,4,3,0.75,0.87038785
OR10V1,4,3,0.75,0.8908641
OR2F2,4,3,0.75,0.8067157
OR2L8,4,3,0.75,0.8576758
OR2T1,4,3,0.75,0.8225266
OR2T27,4,3,0.75,0.722868
OR4N2,4,3,0.75,0.6999681
OR4Q3,4,3,0.75,0.7216681
OR52E8,4,3,0.75,0.87041277
OR52H1,4,3,0.75,0.7147458
OR5K2,4,3,0.75,0.8210493
OR5L2,4,3,0.75,0.7061062
OR5M8,4,3,0.75,0.70102084
OR6C3,4,3,0.75,0.84145355
OR8A1,4,3,0.75,0.9056553
OR8G2P,4,3,0.75,0.7371127
OR9A4,4,3,0.75,0.73428154
OSBP,4,3,0.75,0.7927469
OSBPL6,4,3,0.75,0.70652467
P3H2,4,3,0.75,0.7189205
PCDHB2,4,3,0.75,0.6925375
PCIF1,4,3,0.75,0.7331604
PCYT1A,4,3,0.75,0.8085654
PFKL,4,3,0.75,0.6747767
PGGHG,4,3,0.75,0.7547398
PHF21A,4,3,0.75,0.8274636
PHKB,4,3,0.75,0.7974255
PIAS3,4,3,0.75,0.79716843
PIK3CD,4,3,0.75,0.7746019
PIP5K1B,4,3,0.75,0.7778953
PLIN2,4,3,0.75,0.79429793
PNLDC1,4,3,0.75,0.75241053
PON3,4,3,0.75,0.7405617
PPAN-P2RY11,4,3,0.75,0.7239746
PPARGC1A,4,3,0.75,0.7922842
PPFIA1,4,3,0.75,0.7923248
PPIP5K2,4,3,0.75,0.7141601
PRDM1,4,3,0.75,0.71530044
PRICKLE2,4,3,0.75,0.6815908
PRKAR2B,4,3,0.75,0.74437904
PROC,4,3,0.75,0.7496872
PSG9,4,3,0.75,0.78903234
PSME4,4,3,0.75,0.74804056
PTGER3,4,3,0.75,0.78045726
PTPDC1,4,3,0.75,0.8329078
QKI,4,3,0.75,0.77256733
RAB40A,4,3,0.75,0.72963935
RAB4B,4,3,0.75,0.8538114
RAD51C,4,3,0.75,0.73731667
RAD54B,4,3,0.75,0.7458272
RASGRP2,4,3,0.75,0.73427016
RASSF6,4,3,0.75,0.7389364
RBM15,4,3,0.75,0.8212
RBM33,4,3,0.75,0.70074034
RDH8,4,3,0.75,0.80686474
RFPL1,4,3,0.75,0.7263266
RFWD3,4,3,0.75,0.79894435
RGS3,4,3,0.75,0.7249727
RIPK2,4,3,0.75,0.7439479
RNF20,4,3,0.75,0.8535496
RP2,4,3,0.75,0.73479795
RPAP1,4,3,0.75,0.73009044
RPS6KB1,4,3,0.75,0.7372488
RTEL1,4,3,0.75,0.84226733
SAP130,4,3,0.75,0.8678908
SATB1,4,3,0.75,0.7151465
SCNN1D,4,3,0.75,0.7649577
SEC16B,4,3,0.75,0.7947678
SEC31B,4,3,0.75,0.7864813
SEMA5B,4,3,0.75,0.7709454
SERPINB8,4,3,0.75,0.68724394
SERPINE1,4,3,0.75,0.7769615
SETD3,4,3,0.75,0.84086585
SETD7,4,3,0.75,0.76492095
SFXN1,4,3,0.75,0.8279111
SGCZ,4,3,0.75,0.80588764
SGK1,4,3,0.75,0.6832993
SGSM3,4,3,0.75,0.6888485
SH3PXD2B,4,3,0.75,0.6611513
SH3RF2,4,3,0.75,0.8132003
SH3YL1,4,3,0.75,0.8644531
SIGLEC5,4,3,0.75,0.8136937
SIMC1,4,3,0.75,0.7864901
SIRT3,4,3,0.75,0.75567704
SKA2,4,3,0.75,0.69006777
SLC10A4,4,3,0.75,0.8584826
SLC15A2,4,3,0.75,0.8337588
SLC17A5,4,3,0.75,0.7380161
SLC18A3,4,3,0.75,0.7263471
SLC20A2,4,3,0.75,0.72767466
SLC26A2,4,3,0.75,0.74914396
SLC26A8,4,3,0.75,0.7727866
SLC27A1,4,3,0.75,0.7121578
SLC28A1,4,3,0.75,0.78769404
SLC2A4,4,3,0.75,0.8021007
SLC44A1,4,3,0.75,0.7189673
SLC44A3,4,3,0.75,0.7477119
SLC5A4,4,3,0.75,0.69950515
SLC6A1,4,3,0.75,0.74012387
SLC7A13,4,3,0.75,0.708824
SLC9A1,4,3,0.75,0.7374784
SLCO4A1,4,3,0.75,0.67522323
SLMAP,4,3,0.75,0.7361748
SLTM,4,3,0.75,0.77581143
SMC2,4,3,0.75,0.7562389
SNCAIP,4,3,0.75,0.7010009
SNX9,4,3,0.75,0.7995527
SOGA3,4,3,0.75,0.90512437
SP3,4,3,0.75,0.8579728
SPATA22,4,3,0.75,0.7281999
SPECC1,4,3,0.75,0.8511095
SPIC,4,3,0.75,0.83592
SPINT1,4,3,0.75,0.8547488
SPOCK1,4,3,0.75,0.7353506
SPRY3,4,3,0.75,0.6951649
SRPRA,4,3,0.75,0.6842402
SRRT,4,3,0.75,0.70736325
STAT1,4,3,0.75,0.8115878
STXBP2,4,3,0.75,0.8013867
SUV39H2,4,3,0.75,0.7280217
SYT12,4,3,0.75,0.82972383
SYT6,4,3,0.75,0.82609683
TAF7L,4,3,0.75,0.67578524
TAOK1,4,3,0.75,0.92891145
TAPT1,4,3,0.75,0.7572864
TAS2R9,4,3,0.75,0.780335
TET2,4,3,0.75,0.90937155
THRAP3,4,3,0.75,0.8953384
TINAG,4,3,0.75,0.8398313
TINF2,4,3,0.75,0.6988189
TJP2,4,3,0.75,0.7432203
TKTL1,4,3,0.75,0.73760086
TLR3,4,3,0.75,0.8216631
TMEM104,4,3,0.75,0.7931172
TMEM215,4,3,0.75,0.9192136
TMEM94,4,3,0.75,0.82520014
TNKS1BP1,4,3,0.75,0.7431831
TOP1MT,4,3,0.75,0.74329257
TOP2A,4,3,0.75,0.73710334
TOPBP1,4,3,0.75,0.7548516
TOX,4,3,0.75,0.73849845
TOX3,4,3,0.75,0.91904914
TPCN1,4,3,0.75,0.8645097
TPSD1,4,3,0.75,0.8712445
TRA2A,4,3,0.75,0.85040385
TRA2B,4,3,0.75,0.76539516
TRAF1,4,3,0.75,0.7131485
TRAF3,4,3,0.75,0.74287724
TRAPPC9,4,3,0.75,0.7447293
TREML1,4,3,0.75,0.8095107
TRIM23,4,3,0.75,0.82787913
TRIM3,4,3,0.75,0.8516493
TRIM46,4,3,0.75,0.8169091
TRIP13,4,3,0.75,0.7066274
TSSK1B,4,3,0.75,0.900452
TTC6,4,3,0.75,0.83065844
TTLL12,4,3,0.75,0.7240102
TXNRD1,4,3,0.75,0.8302141
TYRO3,4,3,0.75,0.6942849
TYRP1,4,3,0.75,0.851534
UBA6,4,3,0.75,0.7916599
UGT8,4,3,0.75,0.7353923
USP22,4,3,0.75,0.8720745
USP33,4,3,0.75,0.8329096
USP37,4,3,0.75,0.73024714
USP54,4,3,0.75,0.80390054
USPL1,4,3,0.75,0.9103802
VCL,4,3,0.75,0.84634775
VCPIP1,4,3,0.75,0.8224329
VPS18,4,3,0.75,0.84898484
VPS53,4,3,0.75,0.85723716
VWA8,4,3,0.75,0.74008197
WDPCP,4,3,0.75,0.7385783
WIF1,4,3,0.75,0.72174186
WSCD1,4,3,0.75,0.7282521
WT1,4,3,0.75,0.6593719
XYLT1,4,3,0.75,0.79517716
YIPF6,4,3,0.75,0.8915892
ZBED1,4,3,0.75,0.79097027
ZFP64,4,3,0.75,0.73424715
ZNF100,4,3,0.75,0.7038004
ZNF135,4,3,0.75,0.7703336
ZNF182,4,3,0.75,0.74090564
ZNF207,4,3,0.75,0.8725937
ZNF257,4,3,0.75,0.7180871
ZNF267,4,3,0.75,0.86648613
ZNF285,4,3,0.75,0.8218174
ZNF302,4,3,0.75,0.7151345
ZNF468,4,3,0.75,0.8483915
ZNF483,4,3,0.75,0.6990216
ZNF496,4,3,0.75,0.69178987
ZNF540,4,3,0.75,0.8950583
ZNF544,4,3,0.75,0.7334272
ZNF599,4,3,0.75,0.7754961
ZNF623,4,3,0.75,0.7360014
ZNF664,4,3,0.75,0.73901653
ZNF674,4,3,0.75,0.83238935
ZNF862,4,3,0.75,0.7080342
ZNF878,4,3,0.75,0.6470625
ZSCAN29,4,3,0.75,0.78132933
AACS,5,3,0.6,0.6915668
AC092718.9,5,3,0.6,0.55746526
ACSM1,5,3,0.6,0.67839146
ACSM2A,5,3,0.6,0.78035456
ACTL9,5,3,0.6,0.8007482
ACTR8,5,3,0.6,0.6845736
ADGRG6,5,3,0.6,0.7059415
ADNP2,5,3,0.6,0.73581445
AFP,5,3,0.6,0.6435066
AHSA1,5,3,0.6,0.56989276
AL353804.6,5,3,0.6,0.56273973
ALDH1A2,5,3,0.6,0.7024801
ANKAR,5,3,0.6,0.729746
ANO6,5,3,0.6,0.7060097
ARMCX2,5,3,0.6,0.8114317
ARSL,5,3,0.6,0.61033916
ART1,5,3,0.6,0.70630085
ASB10,5,3,0.6,0.5920142
ATAD2,5,3,0.6,0.65603566
ATF7IP2,5,3,0.6,0.83079064
ATP11B,5,3,0.6,0.5871757
ATP6V1C1,5,3,0.6,0.68175495
ATXN2L,5,3,0.6,0.7017549
BICD1,5,3,0.6,0.6773979
BRINP3,5,3,0.6,0.71586335
BRPF3,5,3,0.6,0.6366752
BRS3,5,3,0.6,0.6803817
C18orf54,5,3,0.6,0.63868177
CAMKK2,5,3,0.6,0.55567396
CAND2,5,3,0.6,0.57577044
CARMIL3,5,3,0.6,0.5801109
CBLIF,5,3,0.6,0.5885791
CCDC125,5,3,0.6,0.6423767
CCDC141,5,3,0.6,0.5437645
CCDC33,5,3,0.6,0.66647017
CD86,5,3,0.6,0.73626727
CDH11,5,3,0.6,0.6566608
CDH17,5,3,0.6,0.6190583
CDHR5,5,3,0.6,0.6978818
CEACAM20,5,3,0.6,0.5870529
CEP95,5,3,0.6,0.8466965
CFAP61,5,3,0.6,0.7073318
CHRND,5,3,0.6,0.726409
CILP,5,3,0.6,0.72611284
CIP2A,5,3,0.6,0.6691394
CNR1,5,3,0.6,0.6886385
COL7A1,5,3,0.6,0.65055287
CRACD,5,3,0.6,0.6838486
CRISP3,5,3,0.6,0.69884986
CSF2RB,5,3,0.6,0.6174274
CWF19L2,5,3,0.6,0.66445416
CYP2C18,5,3,0.6,0.5606039
DCST1,5,3,0.6,0.6812733
DCSTAMP,5,3,0.6,0.65216005
DENND2A,5,3,0.6,0.59844774
DENND4A,5,3,0.6,0.55745196
DGKE,5,3,0.6,0.70803577
DHX36,5,3,0.6,0.6198679
DMGDH,5,3,0.6,0.72067255
DNAJC10,5,3,0.6,0.660072
DNMT3A,5,3,0.6,0.5896024
DOP1B,5,3,0.6,0.58942735
DPPA4,5,3,0.6,0.7406883
DRP2,5,3,0.6,0.53656286
DVL1,5,3,0.6,0.5534029
EEF1A2,5,3,0.6,0.60954905
EHBP1L1,5,3,0.6,0.55405074
EIF2S3,5,3,0.6,0.5736284
EIF4G2,5,3,0.6,0.7497733
ELAPOR1,5,3,0.6,0.66973615
ELF2,5,3,0.6,0.6183143
ELOVL7,5,3,0.6,0.6508295
ELSPBP1,5,3,0.6,0.6163927
EXD1,5,3,0.6,0.72115374
EXT2,5,3,0.6,0.6374671
FAM74A3,5,3,0.6,0.6170811
FAM9A,5,3,0.6,0.590984
FANCA,5,3,0.6,0.7045597
FBXO24,5,3,0.6,0.73318166
FECH,5,3,0.6,0.83477604
FGFR1,5,3,0.6,0.5953921
FGFR2,5,3,0.6,0.65623784
FIZ1,5,3,0.6,0.6018953
FMR1NB,5,3,0.6,0.5611326
FOXI1,5,3,0.6,0.60986954
FYCO1,5,3,0.6,0.6812979
GABRA2,5,3,0.6,0.6434546
GABRB1,5,3,0.6,0.8059252
GABRD,5,3,0.6,0.7821496
GALM,5,3,0.6,0.58859867
GALNT10,5,3,0.6,0.6801346
GALNT14,5,3,0.6,0.7886493
GANAB,5,3,0.6,0.6245702
GATA3,5,3,0.6,0.50972164
GBA3,5,3,0.6,0.5670689
GBP3,5,3,0.6,0.6052984
GDF5,5,3,0.6,0.7164782
GLG1,5,3,0.6,0.5588237
GLIS1,5,3,0.6,0.5445174
GLYR1,5,3,0.6,0.6244443
GML,5,3,0.6,0.7264874
GNB1L,5,3,0.6,0.59475636
GPI,5,3,0.6,0.6505126
GPR142,5,3,0.6,0.5915359
GPRASP2,5,3,0.6,0.578195
GRID2,5,3,0.6,0.5741021
GRIK4,5,3,0.6,0.73882693
HCAR3,5,3,0.6,0.66313326
HKDC1,5,3,0.6,0.6126612
HOXB1,5,3,0.6,0.6113659
HOXC11,5,3,0.6,0.6385394
HPS5,5,3,0.6,0.74498314
HS3ST1,5,3,0.6,0.7266876
HS6ST2,5,3,0.6,0.6109279
IFT122,5,3,0.6,0.6815396
IGSF9B,5,3,0.6,0.5448338
IMPDH1,5,3,0.6,0.6350218
INTS1,5,3,0.6,0.6937963
IQCA1,5,3,0.6,0.58650917
IRAG2,5,3,0.6,0.6674739
IRS4,5,3,0.6,0.591788
ITGA1,5,3,0.6,0.8197859
JAG1,5,3,0.6,0.5888916
KBTBD3,5,3,0.6,0.63597155
KCNA5,5,3,0.6,0.56876266
KDM4B,5,3,0.6,0.5900459
KIF1C,5,3,0.6,0.6151163
KLKB1,5,3,0.6,0.6285121
KRT25,5,3,0.6,0.65818334
KRT27,5,3,0.6,0.73299295
KRT73,5,3,0.6,0.7622018
KRT8,5,3,0.6,0.6105449
KRTAP10-7,5,3,0.6,0.6701015
KRTAP13-1,5,3,0.6,0.6308588
LATS1,5,3,0.6,0.85030556
LIG3,5,3,0.6,0.858774
LINGO4,5,3,0.6,0.58578956
LMBRD1,5,3,0.6,0.62096393
LNX1,5,3,0.6,0.8267924
LRRC30,5,3,0.6,0.7724962
LRRC31,5,3,0.6,0.6754956
LRRIQ3,5,3,0.6,0.62987244
LSMEM1,5,3,0.6,0.6845422
LZTS1,5,3,0.6,0.5845031
MACROD2,5,3,0.6,0.52255094
MAGEA10,5,3,0.6,0.5859826
MAN2B1,5,3,0.6,0.55285233
MAPK3,5,3,0.6,0.5945231
MASP1,5,3,0.6,0.6638109
MECR,5,3,0.6,0.67980343
MELTF,5,3,0.6,0.67679363
MEN1,5,3,0.6,0.6113897
