Tumor_Sample_Barcode,n_variants,n_predicted_artifacts,artifact_rate,mean_probability
TCGA-06-6699-01A-11D-1845-08,67,19,0.2835820895522388,0.3875598
TCGA-06-0174-01A-01D-1491-08,69,19,0.2753623188405797,0.40855533
TCGA-28-2510-01A-01D-1696-08,27,18,0.6666666666666666,0.64212334
TCGA-27-2524-01A-01W-0837-08,37,18,0.4864864864864865,0.5731076
TCGA-06-5408-01A-01D-1696-08,44,18,0.4090909090909091,0.49543256
TCGA-41-2573-01A-01W-0922-08,44,18,0.4090909090909091,0.4727669
TCGA-76-6280-01A-21D-1845-08,50,18,0.36,0.44430298
TCGA-12-0670-01B-01W-0424-08,59,18,0.3050847457627119,0.4609483
TCGA-19-4068-01A-01D-1353-08,59,18,0.3050847457627119,0.5014996
TCGA-06-A6S0-01A-11D-A33T-08,61,18,0.29508196721311475,0.40563455
TCGA-41-2575-01A-01D-1495-08,64,18,0.28125,0.42586255
TCGA-12-5301-01A-01D-1486-08,65,18,0.27692307692307694,0.46362248
TCGA-19-5951-01A-11D-1696-08,73,18,0.2465753424657534,0.37956014
TCGA-14-1043-01B-11D-1845-08,22,17,0.7727272727272727,0.7540271
TCGA-19-5947-01A-11D-1696-08,22,17,0.7727272727272727,0.7878463
TCGA-26-1439-01A-01D-1353-08,36,17,0.4722222222222222,0.57175344
TCGA-41-2573-01A-01D-1495-08,37,17,0.4594594594594595,0.5013443
TCGA-28-1749-01A-01W-0643-08,45,17,0.37777777777777777,0.5098558
TCGA-14-0865-01B-01W-0643-08,52,17,0.3269230769230769,0.4249234
TCGA-28-2509-01A-01D-1494-08,52,17,0.3269230769230769,0.40169126
TCGA-06-2559-01A-01D-1494-08,59,17,0.288135593220339,0.45721337
TCGA-12-0615-01A-01D-1492-08,61,17,0.2786885245901639,0.4551249
TCGA-12-1600-01A-01W-0643-08,66,17,0.25757575757575757,0.41622475
TCGA-76-6286-01A-11D-1845-08,67,17,0.2537313432835821,0.33587313
TCGA-06-0744-01A-01D-1492-08,74,17,0.22972972972972974,0.3622989
TCGA-06-2569-01A-01W-0837-08,30,16,0.5333333333333333,0.5718775
TCGA-06-6701-01A-11D-1845-08,32,16,0.5,0.5773492
TCGA-06-0646-01A-01D-1492-08,33,16,0.48484848484848486,0.541013
TCGA-27-1837-01A-01D-1494-08,38,16,0.42105263157894735,0.5809925
TCGA-32-1991-01A-01D-1353-08,38,16,0.42105263157894735,0.60961413
TCGA-06-5859-01A-01D-1696-08,46,16,0.34782608695652173,0.5123097
TCGA-12-1602-01A-01W-0643-08,46,16,0.34782608695652173,0.45071697
TCGA-12-3650-01A-01W-0922-08,53,16,0.3018867924528302,0.4921506
TCGA-28-2509-01A-01W-0837-08,53,16,0.3018867924528302,0.35964742
TCGA-14-1825-01A-01D-1494-08,55,16,0.2909090909090909,0.39256936
TCGA-12-0821-01A-01D-1492-08,60,16,0.26666666666666666,0.4041088
TCGA-06-0151-01A-01D-1491-08,17,15,0.8823529411764706,0.842057
TCGA-06-1806-01A-02D-1845-08,20,15,0.75,0.7428231
TCGA-81-5911-01A-12D-1845-08,26,15,0.5769230769230769,0.652815
TCGA-14-0787-01A-01D-1492-08,34,15,0.4411764705882353,0.5350258
TCGA-12-0616-01A-01D-1492-08,39,15,0.38461538461538464,0.51450807
TCGA-26-5133-01A-01D-1486-08,39,15,0.38461538461538464,0.5088382
TCGA-81-5910-01A-11D-1696-08,48,15,0.3125,0.44816375
TCGA-76-4932-01A-01D-1486-08,59,15,0.2542372881355932,0.47515434
TCGA-16-0861-01A-01D-1492-08,60,15,0.25,0.4585356
TCGA-12-3652-01A-01W-0922-08,64,15,0.234375,0.38833436
TCGA-15-0742-01A-01W-0348-08,72,15,0.20833333333333334,0.3384322
TCGA-06-0189-01A-01D-1491-08,16,14,0.875,0.82949543
TCGA-14-1456-01B-01D-1494-08,25,14,0.56,0.6473607
TCGA-06-2569-01A-01D-1494-08,28,14,0.5,0.579625
TCGA-06-0648-01A-01W-0323-08,50,14,0.28,0.43756962
TCGA-06-0141-01A-01D-1490-08,15,13,0.8666666666666667,0.86347926
TCGA-06-5410-01A-01D-1696-08,20,13,0.65,0.70170105
TCGA-12-3653-01A-01D-1495-08,27,13,0.48148148148148145,0.5255296
TCGA-06-0221-01A-01D-1491-08,29,13,0.4482758620689655,0.58327055
TCGA-14-1451-01A-01W-0611-08,29,13,0.4482758620689655,0.5541718
TCGA-32-4208-01A-01D-1353-08,35,13,0.37142857142857144,0.5585832
TCGA-06-6698-01A-11D-1845-08,36,13,0.3611111111111111,0.40235898
TCGA-19-2624-01A-01D-1495-08,39,13,0.3333333333333333,0.44966933
TCGA-74-6581-01A-11D-1845-08,44,13,0.29545454545454547,0.44811764
TCGA-12-3648-01A-01W-0922-08,52,13,0.25,0.34820578
TCGA-27-2523-01A-01W-0837-08,53,13,0.24528301886792453,0.32466623
TCGA-06-5417-01A-01D-1486-08,54,13,0.24074074074074073,0.3117192
TCGA-28-5208-01A-01D-1486-08,55,13,0.23636363636363636,0.45131278
TCGA-14-0790-01B-01D-1494-08,63,13,0.20634920634920634,0.36645973
TCGA-14-0790-01B-01W-0837-08,64,13,0.203125,0.38422444
TCGA-76-4925-01A-01D-1486-08,67,13,0.19402985074626866,0.32084563
TCGA-15-0742-01A-01D-1492-08,69,13,0.18840579710144928,0.353658
TCGA-32-2615-01A-01D-1495-08,37,12,0.32432432432432434,0.44427708
TCGA-06-0187-01A-01D-1491-08,42,12,0.2857142857142857,0.46096325
TCGA-02-0003-01A-01D-1490-08,47,12,0.2553191489361702,0.4066522
TCGA-06-2565-01A-01D-1494-08,49,12,0.24489795918367346,0.4138674
TCGA-76-6191-01A-12D-1696-08,55,12,0.21818181818181817,0.42247298
TCGA-06-A7TL-01A-11D-A391-08,27,11,0.4074074074074074,0.47266743
TCGA-14-0786-01B-01D-1492-08,36,11,0.3055555555555556,0.4589101
TCGA-14-1395-01B-11D-1845-08,48,11,0.22916666666666666,0.3572868
TCGA-06-6693-01A-11D-1845-08,54,11,0.2037037037037037,0.3112416
TCGA-76-6285-01A-11D-1696-08,54,11,0.2037037037037037,0.32732272
TCGA-08-0386-01A-01D-1492-08,15,10,0.6666666666666666,0.6491522
TCGA-12-3653-01A-01W-0922-08,28,10,0.35714285714285715,0.42545518
TCGA-28-5220-01A-01D-1486-08,35,10,0.2857142857142857,0.43814728
TCGA-32-2634-01A-01W-0922-08,46,10,0.21739130434782608,0.29849824
TCGA-76-4931-01A-01D-1486-08,47,10,0.2127659574468085,0.3359685
TCGA-12-5299-01A-02D-1486-08,33,9,0.2727272727272727,0.41264665
TCGA-06-0237-01A-02D-1491-08,38,9,0.23684210526315788,0.43098852
TCGA-28-5204-01A-01D-1486-08,39,9,0.23076923076923078,0.4553135
TCGA-32-2634-01A-01D-1495-08,46,9,0.1956521739130435,0.36385915
TCGA-26-5134-01A-01D-1486-08,50,9,0.18,0.40488967
TCGA-06-0241-01A-02D-1491-08,59,9,0.15254237288135594,0.3898519
TCGA-06-0881-01A-02D-1492-08,13,8,0.6153846153846154,0.64468235
TCGA-28-2499-01A-01D-1494-08,28,8,0.2857142857142857,0.43433517
TCGA-06-2570-01A-01D-1495-08,31,8,0.25806451612903225,0.36196154
TCGA-26-A7UX-01B-11D-A391-08,37,8,0.21621621621621623,0.29895866
TCGA-28-5218-01A-01D-1486-08,16,7,0.4375,0.523613
TCGA-19-A60I-01A-12D-A33T-08,30,7,0.23333333333333334,0.35675484
TCGA-OX-A56R-01A-11D-A33T-08,36,7,0.19444444444444445,0.34045535
TCGA-27-2523-01A-01D-1494-08,50,7,0.14,0.31695983
TCGA-06-0185-01A-01W-0254-08,15,6,0.4,0.37741363
TCGA-06-A5U0-01A-11D-A33T-08,32,6,0.1875,0.26416123
TCGA-19-2624-01A-01W-0922-08,35,6,0.17142857142857143,0.2997309
TCGA-12-0618-01A-01D-1492-08,37,6,0.16216216216216217,0.32931986
TCGA-32-1980-01A-01D-1696-08,12,5,0.4166666666666667,0.40439
TCGA-19-A6J5-01A-21D-A33T-08,48,5,0.10416666666666667,0.19767822
TCGA-14-4157-01A-01D-1353-08,29,4,0.13793103448275862,0.34983736
TCGA-19-5960-01A-11D-1696-08,39,4,0.10256410256410256,0.27028418
TCGA-14-1821-01A-01W-0643-08,19,3,0.15789473684210525,0.258665
TCGA-06-0139-01A-01D-1490-08,3,2,0.6666666666666666,0.60243493
TCGA-06-0188-01A-01W-0254-08,15,1,0.06666666666666667,0.1969301
TCGA-06-0240-01A-03D-1491-08,1,0,0.0,0.027137237
