index,split
17320,train
17321,test
17322,train
17323,train
17324,test
17325,train
17326,train
17327,train
17328,train
17329,train
17330,test
17331,train
17332,val
17333,train
17334,train
17335,train
17336,train
17337,test
17338,train
17339,train
17340,test
17341,test
17342,train
17343,train
17344,train
17345,train
17346,train
17347,train
17348,train
17349,train
17350,train
17351,test
17352,train
17353,test
17354,test
17355,train
17356,val
17357,test
17358,test
17359,val
17360,train
17361,train
17362,test
17363,train
17364,test
17365,train
17366,train
17367,train
17368,train
17369,train
17370,train
17371,train
17372,train
17373,test
17374,test
17375,train
17376,train
17377,train
17378,val
17379,train
17380,train
17381,train
17382,train
17383,train
17384,train
17385,train
17386,train
17387,test
17388,train
17389,test
17390,val
17391,train
17392,train
17393,val
17394,test
17395,val
17396,test
17397,train
17398,test
17399,train
17400,train
17401,train
17402,train
17403,val
17404,val
17405,train
17406,train
17407,train
17408,val
17409,val
17410,val
17411,train
17412,train
17413,train
17414,val
17415,train
17416,test
17417,test
17418,train
17419,train
17420,train
17421,train
17422,train
17423,test
17424,train
17425,train
17426,train
17427,val
17428,test
17429,train
17430,train
17431,train
17432,test
17433,val
17434,train
17435,val
17436,train
17437,train
17438,train
17439,test
17440,train
17441,val
17442,train
17443,train
17444,train
17445,val
17446,train
17447,train
17448,train
17449,train
17450,train
17451,train
17452,val
17453,val
17454,val
17455,train
17456,train
17457,train
17458,train
17459,train
17460,test
17461,train
17462,train
17463,train
17464,train
17465,train
17466,val
17467,val
17468,val
17469,val
17470,train
17471,train
17472,train
17473,train
17474,test
17475,train
17476,val
17477,train
17478,train
17479,train
17480,train
17481,train
17482,train
17483,train
17484,test
17485,test
17486,test
17487,val
17488,train
17489,val
17490,train
17491,train
17492,train
17493,train
17494,test
17495,train
17496,train
17497,train
17498,train
17499,val
17500,test
17501,train
17502,train
17503,train
17504,train
17505,train
17506,train
17507,train
17508,val
17509,val
17510,train
17511,train
17512,train
17513,train
17514,train
17515,train
17516,train
17517,test
17518,train
17519,train
17520,val
17521,test
17522,train
17523,train
17524,train
17525,train
17526,train
17527,test
17528,val
17529,train
17530,train
17531,train
17532,train
17533,train
17534,train
17535,train
17536,train
17537,train
17538,train
17539,train
17540,val
17541,train
17542,test
17543,train
17544,train
17545,test
17546,train
17547,train
17548,val
17549,train
17550,train
17551,train
17552,val
17553,val
17554,train
17555,val
17556,train
17557,train
17558,val
17559,val
17560,val
17561,train
17562,train
17563,train
17564,train
17565,test
17566,train
17567,train
17568,train
17569,train
17570,test
17571,train
17572,train
17573,val
17574,test
17575,test
17576,train
17577,test
17578,train
17579,train
17580,test
17581,train
17582,test
17583,train
17584,train
17585,train
17586,train
17587,train
17588,train
17589,val
17590,train
17591,test
17592,train
17593,train
17594,test
17595,test
17596,test
17597,val
17598,train
17599,val
17600,train
17601,val
17602,train
17603,test
17604,val
17605,train
17606,test
17607,val
17608,train
17609,test
17610,val
17611,test
17612,test
17613,train
17614,train
17615,train
17616,test
17617,train
17618,train
17619,train
17620,test
17621,val
17622,train
17623,train
17624,train
17625,train
17626,train
17627,train
17628,train
17629,train
17630,train
17631,test
17632,train
17633,train
17634,train
17635,test
17636,test
17637,train
17638,train
17639,train
17640,train
17641,test
17642,train
17643,test
17644,train
17645,train
17646,val
17647,val
17648,test
17649,train
17650,train
17651,train
17652,test
17653,train
17654,val
17655,train
17656,train
17657,train
17658,train
17659,val
17660,train
17661,train
17662,test
17663,test
17664,test
17665,train
17666,train
17667,val
17668,test
17669,train
17670,test
17671,train
17672,train
17673,train
17674,train
17675,train
17676,val
17677,val
17678,test
17679,train
17680,train
17681,test
17682,test
17683,train
17684,test
17685,val
17686,test
17687,val
17688,train
17689,train
17690,train
17691,val
17692,train
17693,train
17694,train
17695,test
17696,train
17697,val
17698,test
17699,val
17700,train
17701,train
17702,test
17703,test
17704,test
17705,train
17706,val
17707,val
17708,test
17709,train
17710,train
17711,train
17712,train
17713,train
17714,train
17715,train
17716,test
17717,train
17718,train
17719,val
17720,val
17721,test
17722,train
17723,val
17724,train
17725,val
17726,train
17727,test
17728,train
17729,val
17730,test
17731,train
17732,train
17733,test
17734,test
17735,test
17736,test
17737,train
17738,train
17739,train
17740,train
17741,val
17742,train
17743,val
17744,train
17745,train
17746,train
17747,train
17748,train
17749,test
17750,train
17751,train
17752,val
17753,train
17754,train
17755,test
17756,train
17757,train
17758,train
17759,test
17760,train
17761,test
17762,train
17763,test
17764,train
17765,val
17766,train
17767,test
17768,train
17769,train
17770,val
17771,val
17772,val
17773,train
17774,test
17775,train
17776,train
17777,test
17778,train
17779,train
17780,train
17781,train
17782,train
17783,train
17784,train
17785,train
17786,train
17787,train
17788,train
17789,train
17790,test
17791,test
17792,train
17793,train
17794,train
17795,val
17796,test
17797,val
17798,train
17799,train
17800,train
17801,test
17802,train
17803,train
17804,train
17805,train
17806,train
17807,test
17808,train
17809,test
17810,train
17811,train
17812,train
17813,val
17814,train
17815,train
17816,train
17817,train
17818,test
17819,train
17820,val
17821,test
17822,test
17823,train
17824,train
17825,train
17826,train
17827,train
17828,train
17829,train
17830,test
17831,train
17832,test
17833,train
17834,train
17835,test
17836,test
17837,train
17838,train
17839,val
17840,train
17841,train
17842,train
17843,train
17844,test
17845,test
17846,test
17847,val
17848,test
17849,test
17850,test
17851,test
17852,train
17853,train
17854,train
17855,val
17856,train
17857,test
17858,val
17859,test
17860,train
17861,train
17862,train
17863,val
17864,val
17865,train
17866,test
17867,test
17868,train
17869,test
17870,train
17871,train
17872,val
17873,train
17874,test
17875,train
17876,test
17877,train
17878,train
17879,train
17880,train
17881,test
17882,train
17883,val
17884,val
17885,val
17886,test
17887,train
17888,val
17889,test
17890,test
17891,test
17892,train
17893,train
17894,train
17895,train
17896,val
17897,test
17898,train
17899,test
17900,train
17901,train
17902,train
17903,train
17904,train
17905,val
17906,train
17907,test
17908,test
17909,train
17910,val
17911,train
17912,train
17913,train
17914,test
17915,train
17916,test
17917,train
17918,train
17919,train
17920,train
17921,train
17922,test
17923,test
17924,train
17925,val
17926,train
17927,test
17928,train
17929,train
17930,val
17931,test
17932,train
17933,train
17934,test
17935,train
17936,train
17937,val
17938,test
17939,train
17940,train
17941,train
17942,train
17943,train
17944,train
17945,train
17946,val
17947,train
17948,train
17949,test
17950,val
17951,test
17952,train
17953,train
17954,val
17955,val
17956,val
17957,test
17958,val
17959,val
17960,train
17961,train
17962,train
17963,test
17964,train
17965,train
17966,train
17967,train
17968,val
17969,test
17970,test
17971,test
17972,train
17973,test
17974,train
17975,train
17976,test
17977,train
17978,val
17979,train
17980,train
17981,train
17982,val
17983,train
17984,val
17985,val
17986,train
17987,train
17988,test
17989,val
17990,train
17991,train
17992,train
17993,train
17994,val
17995,test
17996,train
17997,val
17998,test
17999,train
18000,train
18001,val
18002,test
18003,train
18004,train
18005,train
18006,train
18007,train
18008,test
18009,val
18010,train
18011,val
18012,train
18013,train
18014,train
18015,test
18016,val
18017,val
18018,train
18019,val
18020,val
18021,val
18022,test
18023,test
18024,train
18025,train
18026,train
18027,test
18028,train
18029,train
18030,train
18031,train
18032,test
18033,test
18034,train
18035,test
18036,test
18037,train
18038,test
18039,train
18040,train
18041,test
18042,val
18043,train
18044,train
18045,train
18046,train
18047,test
18048,val
18049,test
18050,train
18051,train
18052,test
18053,train
18054,train
18055,train
18056,val
18057,test
18058,test
18059,train
18060,train
18061,train
18062,test
18063,test
18064,train
18065,train
18066,train
18067,train
18068,val
18069,val
18070,train
18071,train
18072,test
18073,test
18074,val
18075,train
18076,train
18077,test
18078,test
18079,test
18080,train
18081,train
18082,train
18083,train
18084,train
18085,train
18086,train
18087,train
18088,test
18089,train
18090,train
18091,test
18092,test
18093,train
18094,val
18095,train
18096,train
18097,test
18098,train
18099,train
18100,train
18101,test
18102,train
18103,val
18104,test
18105,test
18106,train
18107,train
18108,test
18109,train
18110,train
18111,val
18112,test
18113,train
18114,train
18115,train
18116,test
18117,test
18118,train
18119,train
18120,val
18121,train
18122,train
18123,val
18124,train
18125,train
18126,test
18127,val
18128,train
18129,train
18130,test
18131,train
18132,train
18133,test
18134,test
18135,train
18136,train
18137,train
18138,train
18139,val
18140,train
18141,train
18142,test
18143,train
18144,train
18145,test
18146,train
18147,test
18148,train
18149,train
18150,train
18151,train
18152,val
18153,train
18154,test
18155,train
18156,train
18157,train
18158,train
18159,val
18160,train
18161,val
18162,test
18163,test
18164,train
18165,train
18166,train
18167,train
18168,train
18169,test
18170,train
18171,train
18172,test
18173,train
18174,test
18175,train
18176,train
18177,val
18178,train
18179,train
18180,train
18181,train
18182,val
18183,train
18184,train
18185,train
18186,train
18187,test
18188,train
18189,val
18190,train
18191,train
18192,train
18193,train
18194,train
18195,train
18196,train
18197,train
18198,val
18199,train
18200,train
18201,train
18202,train
18203,train
18204,val
18205,train
18206,test
18207,train
18208,train
18209,train
18210,train
18211,train
18212,val
18213,train
18214,test
18215,val
18216,test
18217,test
18218,train
18219,train
18220,train
18221,train
18222,train
18223,test
18224,train
18225,train
18226,train
18227,train
18228,train
18229,val
18230,train
18231,test
18232,val
18233,train
18234,val
18235,train
18236,train
18237,train
18238,test
18239,val
18240,val
18241,train
18242,test
18243,train
18244,train
18245,test
18246,train
18247,train
18248,train
18249,test
18250,train
18251,train
18252,test
18253,train
18254,test
18255,train
18256,val
18257,test
18258,val
18259,train
18260,val
18261,train
18262,train
18263,test
18264,train
18265,val
18266,train
18267,train
18268,train
18269,train
18270,test
18271,train
18272,train
18273,val
18274,train
18275,test
18276,train
18277,train
18278,val
18279,train
18280,test
18281,test
18282,train
18283,train
18284,train
18285,test
18286,train
18287,train
18288,test
18289,train
18290,val
18291,train
18292,test
18293,train
18294,train
18295,train
18296,val
18297,train
18298,val
18299,test
18300,val
18301,val
18302,train
18303,train
18304,train
18305,train
18306,val
18307,train
18308,train
18309,train
18310,val
18311,train
18312,train
18313,test
18314,test
18315,test
18316,test
18317,train
18318,train
18319,train
18320,train
18321,train
18322,train
18323,test
18324,train
18325,test
18326,train
18327,val
18328,train
18329,train
18330,train
18331,train
18332,test
18333,train
18334,val
18335,train
18336,test
18337,train
18338,train
18339,test
18340,train
18341,train
18342,train
18343,test
18344,test
18345,val
18346,train
18347,test
18348,test
18349,train
18350,train
18351,test
18352,train
18353,train
18354,test
18355,train
18356,train
18357,train
18358,train
18359,train
18360,train
18361,train
18362,train
18363,val
18364,val
18365,train
18366,train
18367,test
18368,train
18369,train
18370,train
18371,train
18372,train
18373,test
18374,train
18375,train
18376,train
18377,train
18378,val
18379,train
18380,train
18381,test
18382,train
18383,test
18384,val
18385,val
18386,test
18387,train
18388,train
18389,test
18390,test
18391,test
18392,train
18393,train
18394,train
18395,train
18396,train
18397,train
18398,test
18399,train
18400,train
18401,test
18402,train
18403,train
18404,train
18405,train
18406,train
18407,train
18408,train
18409,test
18410,val
18411,train
18412,train
18413,train
18414,train
18415,train
18416,val
18417,train
18418,train
18419,val
18420,train
18421,test
18422,test
18423,test
18424,train
18425,train
18426,test
18427,train
18428,val
18429,val
18430,train
18431,train
18432,train
18433,test
18434,train
18435,test
18436,train
18437,train
18438,train
18439,val
18440,train
18441,train
18442,train
18443,val
18444,train
18445,val
18446,test
18447,train
18448,train
18449,train
18450,train
18451,train
18452,test
18453,train
18454,train
18455,train
18456,val
18457,train
18458,train
18459,val
18460,train
18461,train
18462,train
18463,train
18464,test
18465,train
18466,train
18467,test
18468,train
18469,val
18470,train
18471,train
18472,train
18473,train
18474,train
18475,train
18476,train
18477,train
18478,train
18479,val
18480,val
18481,train
18482,train
18483,train
18484,train
18485,train
18486,train
18487,train
18488,test
18489,train
18490,test
18491,test
18492,test
18493,val
18494,train
18495,train
18496,test
18497,train
18498,test
18499,train
18500,val
18501,train
18502,test
18503,train
18504,train
18505,train
18506,train
18507,train
18508,train
18509,val
18510,train
18511,train
18512,test
18513,train
18514,train
18515,train
18516,test
18517,val
18518,test
18519,train
18520,train
18521,train
18522,train
18523,train
18524,val
18525,train
18526,train
18527,train
18528,test
18529,train
18530,train
18531,train
18532,test
18533,train
18534,train
18535,train
18536,train
18537,train
18538,train
18539,train
18540,train
18541,test
18542,train
18543,train
18544,test
18545,val
18546,val
18547,test
18548,train
18549,train
18550,train
18551,train
18552,train
18553,test
18554,train
18555,train
18556,val
18557,test
18558,train
18559,val
18560,train
18561,train
18562,train
18563,train
18564,test
18565,train
18566,train
18567,train
18568,train
18569,train
18570,train
18571,train
18572,val
18573,val
18574,val
18575,test
18576,train
18577,train
18578,train
18579,val
18580,train
18581,train
18582,test
18583,test
18584,train
18585,val
18586,train
18587,test
18588,test
18589,train
18590,train
18591,train
18592,train
18593,val
18594,test
18595,val
18596,train
18597,train
18598,train
18599,train
18600,val
18601,train
18602,train
18603,val
18604,test
18605,val
18606,train
18607,test
18608,train
18609,test
18610,train
18611,train
18612,val
18613,train
18614,val
18615,test
18616,train
18617,train
18618,train
18619,train
18620,train
18621,train
18622,val
18623,train
18624,train
18625,train
18626,train
18627,train
18628,val
18629,train
18630,test
18631,train
18632,train
18633,test
18634,val
18635,test
18636,test
18637,val
18638,train
18639,train
18640,train
18641,train
18642,train
18643,train
18644,val
18645,train
18646,val
18647,val
18648,test
18649,train
18650,train
18651,train
18652,train
18653,train
18654,train
18655,train
18656,train
18657,test
18658,train
18659,train
18660,train
18661,val
18662,train
18663,train
18664,train
18665,train
18666,train
18667,test
18668,train
18669,train
18670,train
18671,test
18672,val
18673,train
18674,val
18675,val
18676,val
18677,train
18678,test
18679,train
18680,test
18681,train
18682,train
18683,train
18684,train
18685,test
18686,train
18687,train
18688,val
18689,test
18690,train
18691,train
18692,train
18693,train
18694,train
18695,train
18696,train
18697,train
18698,train
18699,val
18700,test
18701,train
18702,train
18703,train
18704,test
18705,val
18706,train
18707,train
18708,train
18709,val
18710,train
18711,train
18712,train
18713,train
18714,train
18715,train
18716,train
18717,val
18718,val
18719,train
18720,train
18721,train
18722,train
18723,train
18724,train
18725,train
18726,train
18727,test
18728,test
18729,train
18730,train
18731,val
18732,train
18733,train
18734,train
18735,train
18736,val
18737,test
18738,val
18739,train
18740,train
18741,train
18742,train
18743,train
18744,test
18745,train
18746,val
18747,test
18748,val
18749,test
18750,val
18751,test
18752,test
18753,train
18754,train
18755,train
18756,val
18757,val
18758,test
18759,train
18760,train
18761,train
18762,val
18763,train
18764,test
18765,train
18766,train
18767,test
18768,train
18769,train
18770,train
18771,test
18772,train
18773,train
18774,test
18775,train
18776,train
18777,train
18778,train
18779,test
18780,val
18781,train
18782,test
18783,val
18784,train
18785,train
18786,test
18787,train
18788,train
18789,train
18790,test
18791,val
18792,val
18793,test
18794,train
18795,train
18796,train
18797,test
18798,train
18799,train
18800,test
18801,test
18802,train
18803,val
18804,val
18805,test
18806,test
18807,train
18808,test
18809,test
18810,train
18811,train
18812,test
18813,val
18814,test
18815,train
18816,train
18817,train
18818,val
18819,train
18820,train
18821,train
18822,train
18823,train
18824,train
18825,train
18826,train
18827,train
18828,train
18829,val
18830,test
18831,train
18832,train
18833,train
18834,test
18835,test
18836,train
18837,val
18838,val
18839,train
18840,test
18841,train
18842,train
18843,test
18844,train
18845,train
18846,train
18847,val
18848,val
18849,train
18850,train
18851,train
18852,train
18853,train
18854,train
18855,train
18856,train
18857,train
18858,val
18859,val
18860,train
18861,train
18862,train
18863,train
18864,train
18865,train
18866,val
18867,train
18868,val
18869,test
18870,train
18871,test
18872,train
18873,train
18874,train
18875,train
18876,train
18877,test
18878,train
18879,train
18880,val
18881,train
18882,train
18883,train
18884,train
18885,train
18886,train
18887,train
18888,train
18889,val
18890,train
18891,train
18892,train
18893,test
18894,train
18895,train
18896,train
18897,test
18898,train
18899,train
18900,train
18901,test
18902,train
18903,train
18904,train
18905,train
18906,test
18907,train
18908,train
18909,train
18910,test
18911,train
18912,train
18913,train
18914,val
18915,test
18916,train
18917,train
18918,train
18919,val
18920,val
18921,train
18922,val
18923,train
18924,train
18925,train
18926,train
18927,train
18928,train
18929,train
18930,train
18931,train
18932,train
18933,train
18934,train
18935,test
18936,val
18937,test
18938,val
18939,val
18940,val
18941,test
18942,val
18943,train
18944,train
18945,train
18946,val
18947,train
18948,test
18949,val
18950,val
18951,train
18952,train
18953,val
18954,val
18955,train
18956,train
18957,train
18958,train
18959,val
18960,train
18961,test
18962,test
18963,test
18964,test
18965,val
18966,test
18967,val
18968,val
18969,train
18970,val
18971,train
18972,train
18973,train
18974,train
18975,train
18976,test
18977,train
18978,val
18979,test
18980,train
18981,train
18982,train
18983,train
18984,train
18985,train
18986,train
18987,train
18988,train
18989,val
18990,train
18991,train
18992,val
18993,train
18994,train
18995,train
18996,test
18997,test
18998,train
18999,val
19000,test
19001,test
19002,train
19003,test
19004,train
19005,train
19006,train
19007,train
19008,test
19009,val
19010,val
19011,train
19012,val
19013,train
19014,train
19015,train
19016,train
19017,train
19018,train
19019,test
19020,test
19021,train
19022,train
19023,train
19024,val
19025,train
19026,train
19027,train
19028,test
19029,test
19030,train
19031,train
19032,train
19033,train
19034,train
19035,train
19036,train
19037,test
19038,test
19039,test
19040,train
19041,test
19042,train
19043,test
19044,train
19045,train
19046,train
19047,train
19048,train
19049,val
19050,test
19051,train
19052,val
19053,test
19054,test
19055,train
19056,train
19057,test
19058,train
19059,test
19060,train
19061,test
19062,train
19063,val
19064,test
19065,test
19066,val
19067,test
19068,train
19069,train
19070,val
19071,train
19072,test
19073,val
19074,train
19075,val
19076,val
19077,train
19078,train
19079,train
19080,test
19081,val
19082,train
19083,val
19084,train
19085,train
19086,test
19087,train
19088,test
19089,val
19090,train
19091,train
19092,val
19093,train
19094,train
19095,test
19096,train
19097,val
19098,test
19099,train
19100,val
19101,train
19102,train
19103,train
19104,train
19105,test
19106,val
19107,val
19108,train
19109,train
19110,test
19111,test
19112,train
19113,val
19114,train
19115,train
19116,test
19117,train
19118,val
19119,val
19120,test
19121,train
19122,train
19123,train
19124,train
19125,train
19126,test
19127,val
19128,test
19129,test
19130,test
19131,train
19132,train
19133,train
19134,train
19135,train
19136,train
19137,train
19138,train
19139,val
19140,test
19141,test
19142,val
19143,train
19144,val
19145,train
19146,train
19147,val
19148,val
19149,train
19150,test
19151,train
19152,val
19153,test
19154,train
19155,train
19156,train
19157,test
19158,train
19159,train
19160,train
19161,test
19162,test
19163,train
19164,train
19165,train
19166,train
19167,train
19168,train
19169,train
19170,train
19171,train
19172,test
19173,train
19174,train
19175,train
19176,val
19177,val
19178,test
19179,train
19180,test
19181,train
19182,train
19183,train
19184,train
19185,train
19186,train
19187,train
19188,train
19189,train
19190,train
19191,train
19192,test
19193,train
19194,train
19195,train
19196,train
19197,train
19198,test
19199,val
19200,train
19201,test
19202,train
19203,train
19204,train
19205,train
19206,train
19207,train
19208,val
19209,test
19210,train
19211,train
19212,train
19213,train
19214,train
19215,train
19216,train
19217,train
19218,train
19219,train
19220,train
19221,test
19222,train
19223,test
19224,val
19225,train
19226,test
19227,train
19228,train
19229,train
19230,train
19231,test
19232,train
19233,train
19234,train
19235,train
19236,val
19237,train
19238,test
19239,train
19240,train
19241,train
19242,train
19243,train
19244,train
19245,train
19246,train
19247,val
19248,train
19249,train
19250,val
19251,val
19252,val
19253,train
19254,train
19255,train
19256,val
19257,train
19258,train
19259,test
19260,train
19261,train
19262,train
19263,train
19264,train
19265,val
19266,train
19267,train
19268,train
19269,train
19270,train
19271,test
19272,train
19273,train
19274,train
19275,test
19276,train
19277,train
19278,val
19279,test
19280,train
19281,train
19282,train
19283,train
19284,train
19285,train
19286,train
19287,train
19288,train
19289,val
19290,test
19291,train
19292,train
19293,train
19294,train
19295,train
19296,test
19297,train
19298,val
19299,train
19300,train
19301,val
19302,train
19303,train
19304,train
19305,val
19306,val
19307,test
19308,train
19309,train
19310,val
19311,train
19312,test
19313,val
19314,train
19315,val
19316,train
19317,train
19318,train
19319,val
19320,val
19321,train
19322,train
19323,train
19324,test
19325,train
19326,train
19327,val
19328,train
19329,val
19330,val
19331,train
19332,train
19333,train
19334,train
19335,train
19336,train
19337,train
19338,train
19339,test
19340,train
19341,val
19342,train
19343,train
19344,test
19345,test
19346,train
19347,val
19348,train
19349,train
19350,val
19351,test
19352,train
19353,val
19354,train
19355,train
19356,train
19357,val
19358,test
19359,train
19360,test
19361,train
19362,train
19363,train
19364,train
19365,test
19366,train
19367,train
19368,train
19369,train
19370,val
19371,train
19372,train
19373,train
19374,train
19375,test
19376,train
19377,train
19378,train
19379,train
19380,train
19381,train
19382,train
19383,test
19384,train
19385,val
19386,train
19387,train
19388,test
19389,train
19390,test
19391,test
19392,train
19393,test
19394,train
19395,val
19396,train
19397,test
19398,train
19399,train
19400,train
19401,train
19402,train
19403,train
19404,test
19405,train
19406,train
19407,train
19408,train
19409,test
19410,train
19411,train
19412,val
19413,val
19414,train
19415,train
19416,train
19417,train
19418,val
19419,test
19420,train
19421,test
19422,train
19423,train
19424,train
19425,train
19426,train
19427,test
19428,test
19429,test
19430,train
19431,train
19432,test
19433,val
19434,test
19435,train
19436,train
19437,train
19438,train
19439,train
19440,train
19441,test
19442,test
19443,test
19444,test
19445,val
19446,val
19447,test
19448,train
19449,train
19450,train
19451,train
19452,train
19453,train
19454,train
19455,train
19456,train
19457,train
19458,test
19459,test
19460,test
19461,train
19462,test
19463,val
19464,train
19465,val
19466,test
19467,train
19468,train
19469,train
19470,test
19471,train
19472,train
19473,train
19474,train
19475,train
19476,train
19477,train
19478,train
19479,val
19480,train
19481,val
19482,train
19483,val
19484,train
19485,test
19486,train
19487,train
19488,val
19489,train
19490,test
19491,train
19492,val
19493,train
19494,val
19495,val
19496,train
19497,train
19498,train
19499,test
19500,train
19501,train
19502,train
19503,test
19504,test
19505,test
19506,val
19507,train
19508,test
19509,train
19510,train
19511,train
19512,test
19513,train
19514,train
19515,train
19516,val
19517,test
19518,train
19519,val
19520,val
19521,train
19522,train
19523,train
19524,train
19525,train
19526,train
19527,train
19528,train
19529,test
19530,train
19531,train
19532,val
19533,train
19534,train
19535,val
19536,train
19537,train
19538,test
19539,train
19540,train
19541,train
19542,test
19543,test
19544,val
19545,train
19546,train
19547,train
19548,test
19549,train
19550,train
19551,train
19552,train
19553,train
19554,test
19555,train
19556,train
19557,train
19558,train
19559,train
19560,test
19561,test
19562,test
19563,val
19564,train
19565,train
19566,train
19567,train
19568,train
19569,test
19570,train
19571,train
19572,train
19573,train
19574,test
19575,train
19576,test
19577,train
19578,test
19579,val
19580,train
19581,train
19582,val
19583,train
19584,train
19585,train
19586,train
19587,train
19588,train
19589,train
19590,train
19591,train
19592,train
19593,test
19594,train
19595,train
19596,val
19597,test
19598,train
19599,train
19600,test
19601,train
19602,train
19603,test
19604,train
19605,train
19606,val
19607,train
19608,train
19609,train
19610,val
19611,test
19612,train
19613,train
19614,train
19615,train
19616,test
19617,train
19618,train
19619,train
19620,train
19621,train
19622,train
19623,train
19624,test
19625,train
19626,val
19627,train
19628,train
19629,train
19630,val
19631,val
19632,train
19633,test
19634,train
19635,train
19636,val
19637,train
19638,train
19639,val
19640,train
19641,val
19642,train
19643,train
19644,train
19645,train
19646,train
19647,train
19648,train
19649,train
19650,test
19651,train
19652,train
19653,train
19654,train
19655,test
19656,train
19657,train
19658,test
19659,test
19660,train
19661,train
19662,val
19663,test
19664,val
19665,train
19666,train
19667,train
19668,train
19669,train
19670,val
19671,train
19672,train
19673,train
19674,train
19675,test
19676,train
19677,test
19678,test
19679,val
19680,val
19681,train
19682,train
19683,train
19684,train
19685,train
19686,val
19687,val
19688,test
19689,train
19690,train
19691,train
19692,val
19693,train
19694,train
19695,train
19696,train
19697,val
19698,train
19699,train
19700,val
19701,train
19702,test
19703,test
19704,train
19705,train
19706,train
19707,train
19708,val
19709,train
19710,val
19711,train
19712,test
19713,val
19714,train
19715,train
19716,train
19717,train
19718,train
19719,test
19720,train
19721,train
19722,train
19723,train
19724,test
19725,train
19726,test
19727,train
19728,train
19729,train
19730,val
19731,train
19732,train
19733,train
19734,test
19735,train
19736,train
19737,train
19738,train
19739,train
19740,train
19741,train
19742,test
19743,train
19744,train
19745,train
19746,test
19747,train
19748,train
19749,train
19750,train
19751,test
19752,train
19753,train
19754,train
19755,train
19756,train
19757,train
19758,train
19759,test
19760,val
19761,train
19762,train
19763,val
19764,train
19765,test
19766,test
19767,val
19768,train
19769,train
19770,train
19771,train
19772,test
19773,train
19774,train
19775,train
19776,train
19777,train
19778,train
19779,test
19780,train
19781,train
19782,train
19783,train
19784,train
19785,train
19786,test
19787,train
19788,train
19789,val
19790,train
19791,train
19792,test
19793,train
19794,val
19795,train
19796,train
19797,val
19798,train
19799,train
19800,train
19801,test
19802,train
19803,train
19804,train
19805,val
19806,train
19807,test
19808,train
19809,train
19810,val
19811,test
19812,train
19813,train
19814,val
19815,train
19816,train
19817,train
19818,val
19819,train
19820,train
19821,train
19822,train
19823,train
19824,train
19825,train
19826,train
19827,val
19828,test
19829,train
19830,train
19831,test
19832,train
19833,test
19834,train
19835,test
19836,train
19837,train
19838,val
19839,train
19840,train
19841,val
19842,test
19843,train
19844,test
19845,val
19846,val
19847,train
19848,train
19849,train
19850,train
19851,test
19852,test
19853,train
19854,train
19855,train
19856,train
19857,val
19858,train
19859,train
19860,train
19861,train
19862,val
19863,val
19864,val
19865,test
19866,test
19867,train
19868,train
19869,train
19870,train
19871,train
19872,train
19873,test
19874,train
19875,test
19876,test
19877,train
19878,train
19879,train
19880,val
19881,val
19882,train
19883,val
19884,val
19885,train
19886,train
19887,val
19888,train
19889,test
19890,val
19891,train
19892,val
19893,train
19894,train
19895,train
19896,test
19897,train
19898,train
19899,val
19900,train
19901,train
19902,test
19903,train
19904,train
19905,train
19906,train
19907,val
19908,train
19909,test
19910,train
19911,train
19912,train
19913,val
19914,test
19915,val
19916,train
19917,train
19918,train
19919,val
19920,train
19921,val
19922,train
19923,test
19924,train
19925,train
19926,train
19927,train
19928,train
19929,train
19930,test
19931,train
19932,test
19933,val
19934,train
19935,train
19936,test
19937,train
19938,test
19939,test
19940,test
19941,test
19942,train
19943,train
19944,train
19945,test
19946,train
19947,train
19948,test
19949,train
19950,val
19951,val
19952,test
19953,train
19954,test
19955,train
19956,test
19957,val
19958,train
19959,train
19960,test
19961,test
19962,train
19963,train
19964,val
19965,val
19966,train
19967,val
19968,train
19969,val
19970,test
19971,train
19972,val
19973,test
19974,train
19975,test
19976,train
19977,train
19978,test
19979,train
19980,train
19981,train
19982,test
19983,test
19984,train
19985,train
19986,test
19987,train
19988,train
19989,train
19990,train
19991,val
19992,train
19993,train
19994,train
19995,train
19996,train
19997,train
19998,train
19999,train
20000,train
20001,test
20002,train
20003,train
20004,train
20005,train
20006,val
20007,test
20008,train
20009,train
20010,val
20011,train
20012,train
20013,train
20014,train
20015,test
20016,train
20017,train
20018,train
20019,test
20020,train
20021,train
20022,train
20023,train
20024,val
20025,test
20026,train
20027,train
20028,train
20029,val
20030,train
20031,train
20032,train
20033,val
20034,train
20035,train
20036,test
20037,train
20038,test
20039,train
20040,train
20041,train
20042,test
20043,train
20044,train
20045,test
20046,train
20047,train
20048,test
20049,train
20050,train
20051,train
20052,test
20053,test
20054,train
20055,train
20056,train
20057,val
20058,train
20059,train
20060,train
20061,val
20062,test
20063,train
20064,train
20065,train
20066,train
20067,train
20068,test
20069,test
20070,train
20071,train
20072,val
20073,train
20074,test
20075,train
20076,train
20077,train
20078,train
20079,train
20080,train
20081,val
20082,val
20083,test
20084,train
20085,train
20086,train
20087,train
20088,train
20089,train
20090,train
20091,train
20092,val
20093,train
20094,train
20095,train
20096,test
20097,train
20098,train
20099,train
20100,val
20101,train
20102,train
20103,val
20104,train
20105,train
20106,val
20107,train
20108,train
20109,val
20110,train
20111,test
20112,test
20113,test
20114,val
20115,train
20116,train
20117,train
20118,val
