Tumor_Sample_Barcode,n_variants,n_artifacts,artifact_rate,mean_probability,median_probability
TCGA-28-5211-01C-11D-1845-08,34,24,0.7058823529411765,0.7523379446221059,0.9844233099999999
TCGA-06-5411-01A-01D-1696-08,35,24,0.6857142857142857,0.7177916218995642,0.9618918
TCGA-26-1442-01A-01D-1696-08,41,24,0.5853658536585366,0.6045071372312848,0.91036683
TCGA-26-5139-01A-01D-1486-08,45,24,0.5333333333333333,0.6396201180309391,0.8139838
TCGA-27-2519-01A-01W-0837-08,46,24,0.5217391304347826,0.5953613639510332,0.8224688
TCGA-RR-A6KC-01A-31D-A33T-08,49,24,0.4897959183673469,0.6017445069147831,0.7477352
TCGA-12-0619-01A-01D-1492-08,53,24,0.4528301886792453,0.5596047383258411,0.6719031
TCGA-16-0861-01A-01W-0424-08,57,24,0.42105263157894735,0.5263475877855974,0.61098903
TCGA-32-2638-01A-01W-0922-08,57,24,0.42105263157894735,0.5345303106693143,0.65304935
TCGA-02-2485-01A-01W-0837-08,60,24,0.4,0.5359187961825159,0.632941435
TCGA-28-1755-01A-01W-0643-08,61,24,0.39344262295081966,0.5143843566861088,0.5222551
TCGA-06-0876-01A-01W-0424-08,62,24,0.3870967741935484,0.5287889052403899,0.62061322
TCGA-06-0686-01A-01D-1492-08,64,24,0.375,0.47860488620078595,0.37086466
TCGA-27-1835-01A-01D-1494-08,70,24,0.34285714285714286,0.5440900415340828,0.580091735
TCGA-12-3646-01A-01W-0922-08,78,24,0.3076923076923077,0.3878474248899142,0.242831335
TCGA-41-4097-01A-01D-1353-08,30,23,0.7666666666666667,0.8493038441366667,0.9849190999999999
TCGA-74-6584-01A-11D-1845-08,40,23,0.575,0.6146636355856866,0.858696285
TCGA-28-1747-01C-01D-1494-08,41,23,0.5609756097560976,0.7182448999707718,0.81108415
TCGA-06-5415-01A-01D-1486-08,48,23,0.4791666666666667,0.5397353513891345,0.62864332
TCGA-06-0157-01A-01D-1491-08,51,23,0.45098039215686275,0.5760167788992772,0.69577694
TCGA-76-4935-01A-01D-1486-08,52,23,0.4423076923076923,0.5448515244494199,0.5125031
TCGA-12-1598-01A-01W-0643-08,57,23,0.40350877192982454,0.5030982062837299,0.5063668
TCGA-14-1034-02B-01D-2280-08,77,23,0.2987012987012987,0.37194994045814445,0.19794488
TCGA-19-5959-01A-11D-1696-08,85,23,0.27058823529411763,0.3841700636785156,0.33819795
TCGA-06-0132-01A-02D-1491-08,23,22,0.9565217391304348,0.9543619652173914,0.9895231
TCGA-19-1389-02A-21D-2280-08,27,22,0.8148148148148148,0.837356045899463,0.97142416
TCGA-06-2561-01A-02D-1494-08,30,22,0.7333333333333333,0.725306390349252,0.96937552
TCGA-27-2524-01A-01D-1494-08,36,22,0.6111111111111112,0.7121729692186851,0.86410232
TCGA-27-1833-01A-01W-0643-08,51,22,0.43137254901960786,0.5020395156920784,0.5804178
TCGA-41-2572-01A-01D-1353-08,52,22,0.4230769230769231,0.6162027818024479,0.62346855
TCGA-06-0745-01A-01W-0348-08,53,22,0.41509433962264153,0.4983085043830587,0.50984323
TCGA-12-0821-01A-01W-0424-08,58,22,0.3793103448275862,0.4904248559908321,0.55066562
TCGA-06-0211-01B-01D-1491-08,60,22,0.36666666666666664,0.5260964617389525,0.565204
TCGA-76-4929-01A-01D-1486-08,64,22,0.34375,0.4534733526305615,0.43778677
TCGA-06-0744-01A-01W-0348-08,75,22,0.29333333333333333,0.41769457064303217,0.32798323
TCGA-14-0781-01B-01D-1696-08,25,21,0.84,0.8051888034240571,0.9679952
TCGA-32-4209-01A-01D-1353-08,27,21,0.7777777777777778,0.798423472147885,0.96872544
TCGA-06-5414-01A-01D-1486-08,31,21,0.6774193548387096,0.7085689806825249,0.88265216
TCGA-06-0129-01A-01D-1490-08,35,21,0.6,0.6303983536134276,0.94051945
TCGA-06-0238-01A-02D-1492-08,40,21,0.525,0.6700942098112427,0.7903254
TCGA-28-5216-01A-01D-1486-08,48,21,0.4375,0.4542933817579493,0.29969845500000003
TCGA-14-1037-01A-01W-0643-08,54,21,0.3888888888888889,0.5153516893662253,0.61147875
TCGA-76-4934-01A-01D-1486-08,54,21,0.3888888888888889,0.48362943292748706,0.479055385
TCGA-02-2485-01A-01D-1494-08,55,21,0.38181818181818183,0.5026723444748689,0.44921592
TCGA-06-2559-01A-01W-0837-08,62,21,0.3387096774193548,0.4780094378350837,0.38832773
TCGA-12-3652-01A-01D-1495-08,64,21,0.328125,0.4622650678241445,0.383981975
TCGA-06-0747-01A-01D-1492-08,72,21,0.2916666666666667,0.4019478753297068,0.31080166
TCGA-41-3915-01A-01D-1353-08,35,20,0.5714285714285714,0.615065850590587,0.866916
TCGA-12-0773-01A-01W-0348-08,42,20,0.47619047619047616,0.5068864292257017,0.5998174549999999
TCGA-06-0152-01A-02W-0323-08,45,20,0.4444444444444444,0.5479567882910101,0.60059655
TCGA-27-2526-01A-01D-1494-08,50,20,0.4,0.606700989992989,0.63463207
TCGA-06-6695-01A-11D-1845-08,51,20,0.39215686274509803,0.46512503271205896,0.4366368
TCGA-06-0745-01A-01D-1492-08,54,20,0.37037037037037035,0.4484136119739495,0.308570655
TCGA-26-5135-01A-01D-1486-08,61,20,0.32786885245901637,0.5718754848869256,0.5822423
TCGA-06-0216-01B-01D-1492-08,62,20,0.3225806451612903,0.4136942571997615,0.302260415
TCGA-14-1453-01A-01W-0611-08,63,20,0.31746031746031744,0.3967565066387915,0.16425961
TCGA-12-0662-01A-01W-0348-08,30,19,0.6333333333333333,0.6722977263361797,0.92778512
TCGA-19-A6J4-01A-11D-A33T-08,31,19,0.6129032258064516,0.6393596027570827,0.9482326
TCGA-28-5215-01A-01D-1486-08,36,19,0.5277777777777778,0.6374267648535554,0.8314894100000001
TCGA-74-6573-01A-12D-1845-08,38,19,0.5,0.579381169243851,0.75354375
TCGA-26-1799-01A-02W-0643-08,43,19,0.4418604651162791,0.5469869467809758,0.6085635
TCGA-06-0221-02A-11D-2280-08,45,19,0.4222222222222222,0.49136569262962104,0.45832667
TCGA-27-2526-01A-01W-0837-08,49,19,0.3877551020408163,0.5661303769624808,0.5986217
TCGA-12-3650-01A-01D-1495-08,52,19,0.36538461538461536,0.5126649689603809,0.5077899699999999
TCGA-87-5896-01A-01D-1696-08,53,19,0.3584905660377358,0.4961231422727173,0.5035664
TCGA-06-0648-01A-01D-1492-08,59,19,0.3220338983050847,0.4806979463154865,0.45183647
TCGA-06-0747-01A-01W-0348-08,62,19,0.3064516129032258,0.41561308750313386,0.2781825
TCGA-12-0692-01A-01D-1492-08,64,19,0.296875,0.44853996075324126,0.38657021999999996
TCGA-06-6699-01A-11D-1845-08,67,19,0.2835820895522388,0.38755980086938646,0.25535032
TCGA-06-0174-01A-01D-1491-08,69,19,0.2753623188405797,0.4085553271610014,0.27981207
TCGA-28-2510-01A-01D-1696-08,27,18,0.6666666666666666,0.6421233152753554,0.9428605
TCGA-27-2524-01A-01W-0837-08,37,18,0.4864864864864865,0.573107615629674,0.70663786
TCGA-06-5408-01A-01D-1696-08,44,18,0.4090909090909091,0.49543255482463916,0.59992998
TCGA-41-2573-01A-01W-0922-08,44,18,0.4090909090909091,0.47276693151323984,0.5830304
TCGA-76-6280-01A-21D-1845-08,50,18,0.36,0.44430298541153546,0.33811772500000004
TCGA-12-0670-01B-01W-0424-08,59,18,0.3050847457627119,0.4609483100004805,0.3877186
TCGA-19-4068-01A-01D-1353-08,59,18,0.3050847457627119,0.5014995488898533,0.6063292
TCGA-06-A6S0-01A-11D-A33T-08,61,18,0.29508196721311475,0.4056345576828225,0.2639877
TCGA-41-2575-01A-01D-1495-08,64,18,0.28125,0.425862556382261,0.377234995
TCGA-12-5301-01A-01D-1486-08,65,18,0.27692307692307694,0.4636224833798015,0.46720934
TCGA-19-5951-01A-11D-1696-08,73,18,0.2465753424657534,0.379560159278831,0.26561606
TCGA-14-1043-01B-11D-1845-08,22,17,0.7727272727272727,0.7540270935476688,0.978925965
TCGA-19-5947-01A-11D-1696-08,22,17,0.7727272727272727,0.7878462829814814,0.97739804
TCGA-26-1439-01A-01D-1353-08,36,17,0.4722222222222222,0.5717534747520185,0.589485775
TCGA-41-2573-01A-01D-1495-08,37,17,0.4594594594594595,0.5013443330981586,0.4412876
TCGA-28-1749-01A-01W-0643-08,45,17,0.37777777777777777,0.5098558245148436,0.44894356
TCGA-14-0865-01B-01W-0643-08,52,17,0.3269230769230769,0.42492337623513404,0.30240228
TCGA-28-2509-01A-01D-1494-08,52,17,0.3269230769230769,0.40169124772910425,0.186245045
TCGA-06-2559-01A-01D-1494-08,59,17,0.288135593220339,0.45721337765346537,0.42526072
TCGA-12-0615-01A-01D-1492-08,61,17,0.2786885245901639,0.45512489899385966,0.43906868
TCGA-12-1600-01A-01W-0643-08,66,17,0.25757575757575757,0.4162247318582393,0.43083832
TCGA-76-6286-01A-11D-1845-08,67,17,0.2537313432835821,0.33587314673813345,0.15979265
TCGA-06-0744-01A-01D-1492-08,74,17,0.22972972972972974,0.3622989076544562,0.28356894
TCGA-06-2569-01A-01W-0837-08,30,16,0.5333333333333333,0.5718774741389742,0.872463225
TCGA-06-6701-01A-11D-1845-08,32,16,0.5,0.5773491741902896,0.7181541499999999
TCGA-06-0646-01A-01D-1492-08,33,16,0.48484848484848486,0.5410130520057256,0.66776663
TCGA-27-1837-01A-01D-1494-08,38,16,0.42105263157894735,0.5809925466714877,0.6556331
TCGA-32-1991-01A-01D-1353-08,38,16,0.42105263157894735,0.6096141198691709,0.63430143
TCGA-06-5859-01A-01D-1696-08,46,16,0.34782608695652173,0.5123096426919238,0.586452815
TCGA-12-1602-01A-01W-0643-08,46,16,0.34782608695652173,0.45071699346055916,0.43938241
TCGA-12-3650-01A-01W-0922-08,53,16,0.3018867924528302,0.4921506261619722,0.5780902
TCGA-28-2509-01A-01W-0837-08,53,16,0.3018867924528302,0.35964742089604723,0.068039834
TCGA-14-1825-01A-01D-1494-08,55,16,0.2909090909090909,0.39256935890550304,0.27282026
TCGA-12-0821-01A-01D-1492-08,60,16,0.26666666666666666,0.4041087627020062,0.30519316
TCGA-06-0151-01A-01D-1491-08,17,15,0.8823529411764706,0.8420570123109559,0.9708189
TCGA-06-1806-01A-02D-1845-08,20,15,0.75,0.742823130383744,0.966790775
TCGA-81-5911-01A-12D-1845-08,26,15,0.5769230769230769,0.6528149947977847,0.84668305
TCGA-14-0787-01A-01D-1492-08,34,15,0.4411764705882353,0.5350257928661627,0.48283641
TCGA-12-0616-01A-01D-1492-08,39,15,0.38461538461538464,0.5145080994594802,0.66019344
TCGA-26-5133-01A-01D-1486-08,39,15,0.38461538461538464,0.5088381544400243,0.6024873
TCGA-81-5910-01A-11D-1696-08,48,15,0.3125,0.448163759070614,0.45916522
TCGA-76-4932-01A-01D-1486-08,59,15,0.2542372881355932,0.475154327091593,0.42517182
TCGA-16-0861-01A-01D-1492-08,60,15,0.25,0.4585355978160015,0.45299619
TCGA-12-3652-01A-01W-0922-08,64,15,0.234375,0.3883343531850132,0.30733557
TCGA-15-0742-01A-01W-0348-08,72,15,0.20833333333333334,0.3384321969020174,0.208109865
TCGA-06-0189-01A-01D-1491-08,16,14,0.875,0.8294954251194337,0.927205835
TCGA-14-1456-01B-01D-1494-08,25,14,0.56,0.6473607165734443,0.86359257
TCGA-06-2569-01A-01D-1494-08,28,14,0.5,0.5796250178075429,0.7603892800000001
TCGA-06-0648-01A-01W-0323-08,50,14,0.28,0.4375696317692858,0.360238495
TCGA-06-0141-01A-01D-1490-08,15,13,0.8666666666666667,0.8634792633333334,0.9349958
TCGA-06-5410-01A-01D-1696-08,20,13,0.65,0.70170107113,0.91224495
TCGA-12-3653-01A-01D-1495-08,27,13,0.48148148148148145,0.5255296566563666,0.5872634
TCGA-06-0221-01A-01D-1491-08,29,13,0.4482758620689655,0.5832705399231201,0.70521873
TCGA-14-1451-01A-01W-0611-08,29,13,0.4482758620689655,0.5541718278557114,0.592525
TCGA-32-4208-01A-01D-1353-08,35,13,0.37142857142857144,0.5585831746277207,0.6473949
TCGA-06-6698-01A-11D-1845-08,36,13,0.3611111111111111,0.40235898738990866,0.00083962906
TCGA-19-2624-01A-01D-1495-08,39,13,0.3333333333333333,0.44966934822108584,0.3877831
TCGA-74-6581-01A-11D-1845-08,44,13,0.29545454545454547,0.4481176637654084,0.37171231000000005
TCGA-12-3648-01A-01W-0922-08,52,13,0.25,0.3482057852629319,0.159885665
TCGA-27-2523-01A-01W-0837-08,53,13,0.24528301886792453,0.32466623568835934,0.114749186
TCGA-06-5417-01A-01D-1486-08,54,13,0.24074074074074073,0.3117192157777417,0.12167145
TCGA-28-5208-01A-01D-1486-08,55,13,0.23636363636363636,0.45131276864416014,0.4345008
TCGA-14-0790-01B-01D-1494-08,63,13,0.20634920634920634,0.3664597536416162,0.23332882
TCGA-14-0790-01B-01W-0837-08,64,13,0.203125,0.3842244573614223,0.3437224
TCGA-76-4925-01A-01D-1486-08,67,13,0.19402985074626866,0.3208456355604354,0.16949977
TCGA-15-0742-01A-01D-1492-08,69,13,0.18840579710144928,0.35365797389852655,0.25636667
TCGA-32-2615-01A-01D-1495-08,37,12,0.32432432432432434,0.4442770547000546,0.40848804
TCGA-06-0187-01A-01D-1491-08,42,12,0.2857142857142857,0.46096324275801864,0.39425382
TCGA-02-0003-01A-01D-1490-08,47,12,0.2553191489361702,0.4066522053494061,0.27830914
TCGA-06-2565-01A-01D-1494-08,49,12,0.24489795918367346,0.41386739672565276,0.29273906
TCGA-76-6191-01A-12D-1696-08,55,12,0.21818181818181817,0.4224729625859604,0.40010548
TCGA-06-A7TL-01A-11D-A391-08,27,11,0.4074074074074074,0.47266739110231976,0.43710902
TCGA-14-0786-01B-01D-1492-08,36,11,0.3055555555555556,0.4589100750472863,0.46383715999999997
TCGA-14-1395-01B-11D-1845-08,48,11,0.22916666666666666,0.3572868192743026,0.205294855
TCGA-06-6693-01A-11D-1845-08,54,11,0.2037037037037037,0.3112416001293767,0.0476654325
TCGA-76-6285-01A-11D-1696-08,54,11,0.2037037037037037,0.32732271583558126,0.147072855
TCGA-08-0386-01A-01D-1492-08,15,10,0.6666666666666666,0.6491522566405478,0.8822699
TCGA-12-3653-01A-01W-0922-08,28,10,0.35714285714285715,0.42545518730221354,0.24015609999999998
TCGA-28-5220-01A-01D-1486-08,35,10,0.2857142857142857,0.4381472778892984,0.29302078
TCGA-32-2634-01A-01W-0922-08,46,10,0.21739130434782608,0.29849824005655046,0.049086843
TCGA-76-4931-01A-01D-1486-08,47,10,0.2127659574468085,0.33596847969319493,0.1752091
TCGA-12-5299-01A-02D-1486-08,33,9,0.2727272727272727,0.4126466458695572,0.32512712
TCGA-06-0237-01A-02D-1491-08,38,9,0.23684210526315788,0.4309885362454878,0.418295265
TCGA-28-5204-01A-01D-1486-08,39,9,0.23076923076923078,0.4553135213314564,0.47307125
TCGA-32-2634-01A-01D-1495-08,46,9,0.1956521739130435,0.3638591527162501,0.26893594499999995
TCGA-26-5134-01A-01D-1486-08,50,9,0.18,0.4048896601198811,0.354318115
TCGA-06-0241-01A-02D-1491-08,59,9,0.15254237288135594,0.3898519030846252,0.27672508
TCGA-06-0881-01A-02D-1492-08,13,8,0.6153846153846154,0.6446823452492307,0.86257535
TCGA-28-2499-01A-01D-1494-08,28,8,0.2857142857142857,0.4343351739016095,0.29677407
TCGA-06-2570-01A-01D-1495-08,31,8,0.25806451612903225,0.36196155789387735,0.20423405
TCGA-26-A7UX-01B-11D-A391-08,37,8,0.21621621621621623,0.2989586356935781,0.04592923
TCGA-28-5218-01A-01D-1486-08,16,7,0.4375,0.5236129908433956,0.55057984
TCGA-19-A60I-01A-12D-A33T-08,30,7,0.23333333333333334,0.35675485111994676,0.177478645
TCGA-OX-A56R-01A-11D-A33T-08,36,7,0.19444444444444445,0.340455360336929,0.251968515
TCGA-27-2523-01A-01D-1494-08,50,7,0.14,0.31695982828052216,0.22088238500000001
TCGA-06-0185-01A-01W-0254-08,15,6,0.4,0.3774136425879655,3.2853009e-06
TCGA-06-A5U0-01A-11D-A33T-08,32,6,0.1875,0.26416123107643297,0.001242233053
TCGA-19-2624-01A-01W-0922-08,35,6,0.17142857142857143,0.2997309029157458,0.01449481
TCGA-12-0618-01A-01D-1492-08,37,6,0.16216216216216217,0.3293198721757388,0.19783998
TCGA-32-1980-01A-01D-1696-08,12,5,0.4166666666666667,0.40439001373373973,0.0240170113
TCGA-19-A6J5-01A-21D-A33T-08,48,5,0.10416666666666667,0.19767823191812928,0.0187102955
TCGA-14-4157-01A-01D-1353-08,29,4,0.13793103448275862,0.3498373820586056,0.24260639
TCGA-19-5960-01A-11D-1696-08,39,4,0.10256410256410256,0.2702841527099503,0.15530778
TCGA-14-1821-01A-01W-0643-08,19,3,0.15789473684210525,0.2586649811519659,0.10141593
TCGA-06-0139-01A-01D-1490-08,3,2,0.6666666666666666,0.6024349667818666,0.8744681
TCGA-06-0188-01A-01W-0254-08,15,1,0.06666666666666667,0.19693009482503523,8.098216e-05
TCGA-06-0240-01A-03D-1491-08,1,0,0.0,0.027137237,0.027137237
