level,group,threshold,n_variants,n_predicted_artifact,artifact_fraction,median_rep_error_probability,mean_rep_error_probability
sample,TCGA-19-5951-01A-11D-1696-08,0.75,73,18,0.246575,0.265616,0.37956
sample,TCGA-19-5953-01B-12D-1845-08,0.75,54,42,0.777778,0.982115,0.783301
sample,TCGA-19-5954-01A-11D-1696-08,0.75,83,37,0.445783,0.641025,0.569937
sample,TCGA-19-5955-01A-11D-1696-08,0.75,66,58,0.878788,0.98995,0.87952
sample,TCGA-19-5956-01A-11D-1696-08,0.75,8058,4732,0.587242,0.936264,0.635111
sample,TCGA-19-5958-01A-11D-1696-08,0.75,45,31,0.688889,0.876981,0.727133
sample,TCGA-19-5959-01A-11D-1696-08,0.75,85,23,0.270588,0.338198,0.38417
sample,TCGA-19-5960-01A-11D-1696-08,0.75,39,4,0.102564,0.155308,0.270284
sample,TCGA-19-A60I-01A-12D-A33T-08,0.75,30,7,0.233333,0.177479,0.356755
sample,TCGA-19-A6J4-01A-11D-A33T-08,0.75,31,19,0.612903,0.948233,0.63936
sample,TCGA-19-A6J5-01A-21D-A33T-08,0.75,48,5,0.104167,0.01871,0.197678
sample,TCGA-26-1439-01A-01D-1353-08,0.75,36,17,0.472222,0.589486,0.571753
sample,TCGA-26-1442-01A-01D-1696-08,0.75,41,24,0.585366,0.910367,0.604507
sample,TCGA-26-1799-01A-02W-0643-08,0.75,43,19,0.44186,0.608564,0.546987
sample,TCGA-26-5133-01A-01D-1486-08,0.75,39,15,0.384615,0.602487,0.508838
sample,TCGA-26-5134-01A-01D-1486-08,0.75,50,9,0.18,0.354318,0.40489
sample,TCGA-26-5135-01A-01D-1486-08,0.75,61,20,0.327869,0.582242,0.571875
sample,TCGA-26-5136-01B-01D-1486-08,0.75,50,28,0.56,0.81022,0.657451
sample,TCGA-26-5139-01A-01D-1486-08,0.75,45,24,0.533333,0.813984,0.63962
sample,TCGA-26-6173-01A-11D-1845-08,0.75,32,26,0.8125,0.97378,0.839261
sample,TCGA-26-6174-01A-21D-1845-08,0.75,88,75,0.852273,0.985229,0.871369
sample,TCGA-26-A7UX-01B-11D-A391-08,0.75,37,8,0.216216,0.045929,0.298959
sample,TCGA-27-1830-01A-01D-1494-08,0.75,48,38,0.791667,0.962142,0.813445
sample,TCGA-27-1831-01A-01D-1494-08,0.75,55,42,0.763636,0.93681,0.790672
sample,TCGA-27-1831-01A-01W-0837-08,0.75,91,64,0.703297,0.94819,0.768691
sample,TCGA-27-1832-01A-01D-1494-08,0.75,31,28,0.903226,0.97692,0.894809
sample,TCGA-27-1832-01A-01W-0643-08,0.75,38,27,0.710526,0.968987,0.763321
sample,TCGA-27-1833-01A-01D-1494-08,0.75,60,31,0.516667,0.766357,0.604181
sample,TCGA-27-1833-01A-01W-0643-08,0.75,51,22,0.431373,0.580418,0.50204
sample,TCGA-27-1834-01A-01D-1494-08,0.75,55,31,0.563636,0.826472,0.62407
sample,TCGA-27-1834-01A-01W-0643-08,0.75,100,60,0.6,0.873372,0.638151
sample,TCGA-27-1835-01A-01D-1494-08,0.75,70,24,0.342857,0.580092,0.54409
sample,TCGA-27-1836-01A-01D-1494-08,0.75,42,33,0.785714,0.952228,0.820164
sample,TCGA-27-1837-01A-01D-1494-08,0.75,38,16,0.421053,0.655633,0.580993
sample,TCGA-27-1837-01A-01W-0837-08,0.75,63,38,0.603175,0.858002,0.676842
sample,TCGA-27-1838-01A-01D-1494-08,0.75,95,62,0.652632,0.922196,0.716432
sample,TCGA-27-2518-01A-01D-1494-08,0.75,55,49,0.890909,0.968329,0.869847
sample,TCGA-27-2519-01A-01D-1494-08,0.75,43,29,0.674419,0.919649,0.711907
sample,TCGA-27-2519-01A-01W-0837-08,0.75,46,24,0.521739,0.822469,0.595361
sample,TCGA-27-2521-01A-01D-1494-08,0.75,61,27,0.442623,0.653645,0.526729
sample,TCGA-27-2521-01A-01W-0837-08,0.75,57,27,0.473684,0.705172,0.520833
sample,TCGA-27-2523-01A-01D-1494-08,0.75,50,7,0.14,0.220882,0.31696
sample,TCGA-27-2523-01A-01W-0837-08,0.75,53,13,0.245283,0.114749,0.324666
sample,TCGA-27-2524-01A-01D-1494-08,0.75,36,22,0.611111,0.864102,0.712173
sample,TCGA-27-2524-01A-01W-0837-08,0.75,37,18,0.486486,0.706638,0.573108
sample,TCGA-27-2526-01A-01D-1494-08,0.75,50,20,0.4,0.634632,0.606701
sample,TCGA-27-2526-01A-01W-0837-08,0.75,49,19,0.387755,0.598622,0.56613
sample,TCGA-27-2527-01A-01D-1494-08,0.75,61,57,0.934426,0.990242,0.912379
sample,TCGA-27-2528-01A-01D-1494-08,0.75,50,35,0.7,0.899562,0.715891
sample,TCGA-27-2528-01A-01W-0837-08,0.75,52,29,0.557692,0.842401,0.624252
sample,TCGA-28-1745-01B-01W-0643-08,0.75,48,31,0.645833,0.897061,0.667578
sample,TCGA-28-1746-01A-01W-0643-08,0.75,73,26,0.356164,0.237971,0.415787
sample,TCGA-28-1747-01C-01D-1494-08,0.75,41,23,0.560976,0.811084,0.718245
sample,TCGA-28-1747-01C-01W-0837-08,0.75,42,25,0.595238,0.844962,0.729249
sample,TCGA-28-1749-01A-01W-0643-08,0.75,45,17,0.377778,0.448944,0.509856
sample,TCGA-28-1750-01A-01W-0643-08,0.75,45,30,0.666667,0.935277,0.692712
sample,TCGA-28-1751-01A-02W-0643-08,0.75,55,37,0.672727,0.939713,0.715579
sample,TCGA-28-1752-01A-01W-0643-08,0.75,73,59,0.808219,0.955286,0.821047
sample,TCGA-28-1753-01A-01D-1494-08,0.75,52,38,0.730769,0.944115,0.764072
sample,TCGA-28-1755-01A-01W-0643-08,0.75,61,24,0.393443,0.522255,0.514384
sample,TCGA-28-1757-01A-02W-0643-08,0.75,95,55,0.578947,0.896798,0.62941
sample,TCGA-28-2499-01A-01D-1494-08,0.75,28,8,0.285714,0.296774,0.434335
sample,TCGA-28-2501-01A-01D-1696-08,0.75,47,37,0.787234,0.981835,0.801567
sample,TCGA-28-2502-01B-01D-1494-08,0.75,53,47,0.886792,0.988548,0.89822
sample,TCGA-28-2502-01B-01W-0837-08,0.75,56,44,0.785714,0.969656,0.799954
sample,TCGA-28-2509-01A-01D-1494-08,0.75,52,17,0.326923,0.186245,0.401691
sample,TCGA-28-2509-01A-01W-0837-08,0.75,53,16,0.301887,0.06804,0.359647
sample,TCGA-28-2510-01A-01D-1696-08,0.75,27,18,0.666667,0.94286,0.642123
sample,TCGA-28-2513-01A-01D-1494-08,0.75,76,73,0.960526,0.980036,0.945153
sample,TCGA-28-2513-01A-01W-0837-08,0.75,86,77,0.895349,0.988351,0.892001
sample,TCGA-28-2514-01A-02D-1494-08,0.75,53,26,0.490566,0.736038,0.572256
sample,TCGA-28-2514-01A-02W-0837-08,0.75,52,27,0.519231,0.758267,0.629994
sample,TCGA-28-5204-01A-01D-1486-08,0.75,39,9,0.230769,0.473071,0.455314
sample,TCGA-28-5208-01A-01D-1486-08,0.75,55,13,0.236364,0.434501,0.451313
sample,TCGA-28-5209-01A-01D-1486-08,0.75,80,25,0.3125,0.40059,0.457475
sample,TCGA-28-5211-01C-11D-1845-08,0.75,34,24,0.705882,0.984423,0.752338
sample,TCGA-28-5213-01A-01D-1486-08,0.75,53,53,1.0,0.991268,0.977232
sample,TCGA-28-5214-01A-01D-1486-08,0.75,38,29,0.763158,0.929629,0.782274
sample,TCGA-28-5215-01A-01D-1486-08,0.75,36,19,0.527778,0.831489,0.637427
sample,TCGA-28-5216-01A-01D-1486-08,0.75,48,21,0.4375,0.299698,0.454293
sample,TCGA-28-5218-01A-01D-1486-08,0.75,16,7,0.4375,0.55058,0.523613
sample,TCGA-28-5219-01A-01D-1486-08,0.75,43,28,0.651163,0.907967,0.698437
sample,TCGA-28-5220-01A-01D-1486-08,0.75,35,10,0.285714,0.293021,0.438147
sample,TCGA-28-6450-01A-11D-1696-08,0.75,55,25,0.454545,0.688587,0.55528
sample,TCGA-32-1970-01A-01D-1494-08,0.75,79,37,0.468354,0.657358,0.541518
sample,TCGA-32-1970-01A-01W-0837-08,0.75,83,37,0.445783,0.683604,0.588954
sample,TCGA-32-1976-01A-01W-0837-08,0.75,48,25,0.520833,0.769169,0.563867
sample,TCGA-32-1977-01A-01D-1353-08,0.75,70,63,0.9,0.987777,0.896431
sample,TCGA-32-1979-01A-01D-1696-08,0.75,77,54,0.701299,0.911569,0.690384
sample,TCGA-32-1980-01A-01D-1696-08,0.75,12,5,0.416667,0.024017,0.40439
sample,TCGA-32-1982-01A-01D-1494-08,0.75,79,69,0.873418,0.974681,0.863527
sample,TCGA-32-1982-01A-01W-0837-08,0.75,106,78,0.735849,0.941837,0.74353
sample,TCGA-32-1986-01A-01D-1494-08,0.75,41,37,0.902439,0.976738,0.8827
sample,TCGA-32-1991-01A-01D-1353-08,0.75,38,16,0.421053,0.634301,0.609614
sample,TCGA-32-2491-01A-01D-1353-08,0.75,63,49,0.777778,0.975355,0.795691
sample,TCGA-32-2494-01A-01D-1353-08,0.75,56,47,0.839286,0.97966,0.843717
sample,TCGA-32-2495-01A-01D-1353-08,0.75,64,25,0.390625,0.556129,0.518995
sample,TCGA-32-2615-01A-01D-1495-08,0.75,37,12,0.324324,0.408488,0.444277
sample,TCGA-32-2616-01A-01D-1495-08,0.75,1162,602,0.518072,0.78269,0.614423
sample,TCGA-32-2616-01A-01W-0922-08,0.75,676,325,0.480769,0.696756,0.551213
sample,TCGA-32-2632-01A-01D-1495-08,0.75,89,63,0.707865,0.955781,0.740197
sample,TCGA-32-2632-01A-01W-0922-08,0.75,86,53,0.616279,0.888581,0.638953
sample,TCGA-32-2634-01A-01D-1495-08,0.75,46,9,0.195652,0.268936,0.363859
sample,TCGA-32-2634-01A-01W-0922-08,0.75,46,10,0.217391,0.049087,0.298498
sample,TCGA-32-2638-01A-01D-1495-08,0.75,58,27,0.465517,0.700716,0.596303
sample,TCGA-32-2638-01A-01W-0922-08,0.75,57,24,0.421053,0.653049,0.53453
sample,TCGA-32-4208-01A-01D-1353-08,0.75,35,13,0.371429,0.647395,0.558583
sample,TCGA-32-4209-01A-01D-1353-08,0.75,27,21,0.777778,0.968725,0.798423
sample,TCGA-32-4210-01A-01D-1353-08,0.75,72,41,0.569444,0.886322,0.597462
sample,TCGA-32-4211-01A-01D-1353-08,0.75,55,41,0.745455,0.953372,0.736949
sample,TCGA-32-4213-01A-01D-1353-08,0.75,44,35,0.795455,0.941188,0.812599
sample,TCGA-32-5222-01A-01D-1486-08,0.75,66,37,0.560606,0.857176,0.671997
sample,TCGA-41-2571-01A-01D-1495-08,0.75,50,28,0.56,0.789964,0.628005
sample,TCGA-41-2571-01A-01W-0922-08,0.75,57,26,0.45614,0.669153,0.576365
sample,TCGA-41-2572-01A-01D-1353-08,0.75,52,22,0.423077,0.623469,0.616203
sample,TCGA-41-2573-01A-01D-1495-08,0.75,37,17,0.459459,0.441288,0.501344
sample,TCGA-41-2573-01A-01W-0922-08,0.75,44,18,0.409091,0.58303,0.472767
sample,TCGA-41-2575-01A-01D-1495-08,0.75,64,18,0.28125,0.377235,0.425863
sample,TCGA-41-2575-01A-01W-0922-08,0.75,78,27,0.346154,0.34901,0.439809
sample,TCGA-41-3392-01A-01D-1495-08,0.75,67,36,0.537313,0.79295,0.600747
sample,TCGA-41-3392-01A-01W-0922-08,0.75,65,34,0.523077,0.837189,0.603373
sample,TCGA-41-3393-01A-01D-1353-08,0.75,73,64,0.876712,0.982114,0.865779
sample,TCGA-41-3915-01A-01D-1353-08,0.75,35,20,0.571429,0.866916,0.615066
sample,TCGA-41-4097-01A-01D-1353-08,0.75,30,23,0.766667,0.984919,0.849304
sample,TCGA-41-5651-01A-01D-1696-08,0.75,92,29,0.315217,0.34614,0.440544
sample,TCGA-41-6646-01A-11D-1845-08,0.75,49,29,0.591837,0.879095,0.624489
sample,TCGA-4W-AA9R-01A-11D-A391-08,0.75,79,36,0.455696,0.683055,0.559437
sample,TCGA-4W-AA9S-01A-11D-A391-08,0.75,57,30,0.526316,0.876987,0.599788
sample,TCGA-4W-AA9T-01A-11D-A391-08,0.75,51,42,0.823529,0.979986,0.82704
sample,TCGA-74-6573-01A-12D-1845-08,0.75,38,19,0.5,0.753544,0.579381
sample,TCGA-74-6575-01A-11D-1845-08,0.75,90,71,0.788889,0.956609,0.796311
sample,TCGA-74-6577-01A-11D-1845-08,0.75,33,24,0.727273,0.96873,0.710566
sample,TCGA-74-6578-01A-11D-1845-08,0.75,68,41,0.602941,0.863376,0.668862
sample,TCGA-74-6581-01A-11D-1845-08,0.75,44,13,0.295455,0.371712,0.448118
sample,TCGA-74-6584-01A-11D-1845-08,0.75,40,23,0.575,0.858696,0.614664
sample,TCGA-76-4925-01A-01D-1486-08,0.75,67,13,0.19403,0.1695,0.320846
sample,TCGA-76-4926-01B-01D-1486-08,0.75,58,30,0.517241,0.756526,0.676764
sample,TCGA-76-4927-01A-01D-1486-08,0.75,53,47,0.886792,0.975497,0.888359
sample,TCGA-76-4928-01B-01D-1486-08,0.75,80,77,0.9625,0.989503,0.94304
sample,TCGA-76-4929-01A-01D-1486-08,0.75,64,22,0.34375,0.437787,0.453473
sample,TCGA-76-4931-01A-01D-1486-08,0.75,47,10,0.212766,0.175209,0.335968
sample,TCGA-76-4932-01A-01D-1486-08,0.75,59,15,0.254237,0.425172,0.475154
sample,TCGA-76-4934-01A-01D-1486-08,0.75,54,21,0.388889,0.479055,0.483629
sample,TCGA-76-4935-01A-01D-1486-08,0.75,52,23,0.442308,0.512503,0.544852
sample,TCGA-76-6191-01A-12D-1696-08,0.75,55,12,0.218182,0.400105,0.422473
sample,TCGA-76-6192-01A-11D-1696-08,0.75,54,45,0.833333,0.978569,0.831109
sample,TCGA-76-6193-01A-11D-1696-08,0.75,49,41,0.836735,0.982935,0.839004
sample,TCGA-76-6280-01A-21D-1845-08,0.75,50,18,0.36,0.338118,0.444303
sample,TCGA-76-6282-01A-11D-1696-08,0.75,41,32,0.780488,0.96542,0.811084
sample,TCGA-76-6283-01A-11D-1845-08,0.75,86,31,0.360465,0.388199,0.439475
sample,TCGA-76-6285-01A-11D-1696-08,0.75,54,11,0.203704,0.147073,0.327323
sample,TCGA-76-6286-01A-11D-1845-08,0.75,67,17,0.253731,0.159793,0.335873
sample,TCGA-76-6656-01A-11D-1845-08,0.75,88,35,0.397727,0.592215,0.537881
sample,TCGA-76-6657-01A-11D-1845-08,0.75,49,30,0.612245,0.829579,0.647523
sample,TCGA-76-6660-01A-11D-1845-08,0.75,87,31,0.356322,0.444681,0.465032
sample,TCGA-76-6661-01B-11D-1845-08,0.75,53,27,0.509434,0.784637,0.618325
sample,TCGA-76-6662-01A-11D-1845-08,0.75,37,33,0.891892,0.981918,0.887042
sample,TCGA-76-6663-01A-11D-1845-08,0.75,56,43,0.767857,0.971569,0.775634
sample,TCGA-76-6664-01A-11D-1845-08,0.75,50,38,0.76,0.932906,0.78931
sample,TCGA-81-5910-01A-11D-1696-08,0.75,48,15,0.3125,0.459165,0.448164
sample,TCGA-81-5911-01A-12D-1845-08,0.75,26,15,0.576923,0.846683,0.652815
sample,TCGA-87-5896-01A-01D-1696-08,0.75,53,19,0.358491,0.503566,0.496123
sample,TCGA-OX-A56R-01A-11D-A33T-08,0.75,36,7,0.194444,0.251969,0.340455
sample,TCGA-RR-A6KA-01A-21D-A33T-08,0.75,58,46,0.793103,0.966699,0.804714
sample,TCGA-RR-A6KB-01A-12D-A33T-08,0.75,45,33,0.733333,0.978895,0.761291
sample,TCGA-RR-A6KC-01A-31D-A33T-08,0.75,49,24,0.489796,0.747735,0.601745
source_maf,00326327-8da5-4226-a894-2e4e1d5acd45.maf.gz,0.75,57,30,0.526316,0.876987,0.599788
source_maf,004897bf-5189-4d09-baa3-d45cdde4985a.maf.gz,0.75,49,12,0.244898,0.292739,0.413867
source_maf,009b4458-4158-41ef-816f-ed7e4eecba48.maf.gz,0.75,53,16,0.301887,0.57809,0.492151
source_maf,00a6589b-6c02-4b41-b363-fb5e7151675b.maf.gz,0.75,27,11,0.407407,0.437109,0.472667
source_maf,00c046a5-b243-4f40-b107-bcd1c07d0918.maf.gz,0.75,13,8,0.615385,0.862575,0.644682
source_maf,010427c5-94f5-4ba9-a77b-a480823733bd.maf.gz,0.75,55,27,0.490909,0.725285,0.668428
source_maf,01ca413a-63ae-4017-935c-a58195e73eea.maf.gz,0.75,36,7,0.194444,0.251969,0.340455
source_maf,0240d7a1-a06c-4647-879f-1441b64b4dd3.maf.gz,0.75,39,13,0.333333,0.387783,0.449669
source_maf,029fde2a-49ec-4047-9289-1a699b687b08.maf.gz,0.75,25,14,0.56,0.863593,0.647361
source_maf,03dfb83a-f803-4380-8681-b3ebc2ffee29.maf.gz,0.75,28,14,0.5,0.760389,0.579625
source_maf,0480797d-1ce6-46e4-8f27-b24c9597a052.maf.gz,0.75,100,60,0.6,0.873372,0.638151
source_maf,0493f571-b732-4f33-9c57-b9b5762e7da1.maf.gz,0.75,52,17,0.326923,0.186245,0.401691
source_maf,04acaaaf-3c93-4014-afcb-741e5252b563.maf.gz,0.75,61,24,0.393443,0.522255,0.514384
source_maf,0507efd4-0190-4a86-a47c-9c9b724505d5.maf.gz,0.75,55,37,0.672727,0.939713,0.715579
source_maf,06328477-271c-466a-8f9b-ca227b31ce1b.maf.gz,0.75,44,18,0.409091,0.58303,0.472767
source_maf,0632d63a-1b51-434a-a074-a500e46c1859.maf.gz,0.75,86,31,0.360465,0.388199,0.439475
source_maf,06dd167b-3334-453e-a63f-dcd0f2c2e22a.maf.gz,0.75,46,16,0.347826,0.586453,0.51231
source_maf,07dd1a69-3283-4bd1-9ce6-c2709c80fd51.maf.gz,0.75,45,30,0.666667,0.935277,0.692712
source_maf,097a9469-48c7-477a-a769-cda7ff93271e.maf.gz,0.75,61,27,0.442623,0.653645,0.526729
source_maf,0bc5b7e8-ccfc-4d56-ab3b-12c25ed87754.maf.gz,0.75,73,26,0.356164,0.237971,0.415787
source_maf,0c36c15e-7a32-4d95-ae89-c35f4392a7d5.maf.gz,0.75,31,21,0.677419,0.882652,0.708569
source_maf,0c978002-6e44-491b-beaf-f1b87e6c2c1b.maf.gz,0.75,31,8,0.258065,0.204234,0.361962
source_maf,0d260c80-8a19-4d48-8ee1-6a4fb233d3bf.maf.gz,0.75,61,18,0.295082,0.263988,0.405635
source_maf,0d8a690c-503b-4db2-9c6d-129a12001917.maf.gz,0.75,66,55,0.833333,0.982622,0.872369
source_maf,0ddb96f5-835f-4653-be32-7272a248e00a.maf.gz,0.75,75,37,0.493333,0.672915,0.549221
source_maf,0e160d5a-1896-4bc3-89be-02550078b262.maf.gz,0.75,66,41,0.621212,0.874414,0.707828
source_maf,10b81151-18ef-4fb8-bc25-712e8b2943ad.maf.gz,0.75,3,2,0.666667,0.874468,0.602435
source_maf,10c42f7f-29aa-4e20-ba4a-b19d807ef40e.maf.gz,0.75,38,16,0.421053,0.634301,0.609614
source_maf,12ebb080-e96e-4145-a1c6-91df8bf6cb45.maf.gz,0.75,70,52,0.742857,0.955928,0.780927
source_maf,1307df0a-7e36-48c5-9bcc-5dd809293e30.maf.gz,0.75,108,59,0.546296,0.779417,0.589875
source_maf,13977324-1ded-4b06-8b6f-5605742d8d8d.maf.gz,0.75,37,6,0.162162,0.19784,0.32932
source_maf,146b341d-06f3-41b4-90c5-aece9556c240.maf.gz,0.75,100,58,0.58,0.861125,0.647794
source_maf,147d062c-734c-4c7e-aa89-44881e425946.maf.gz,0.75,58,35,0.603448,0.944736,0.674856
source_maf,14824f7a-b8c6-4f81-9bd9-8068e4e1314d.maf.gz,0.75,53,34,0.641509,0.903465,0.671117
source_maf,14df70c2-824d-4767-8494-6675039f582c.maf.gz,0.75,48,23,0.479167,0.628643,0.539735
source_maf,14df9543-c061-4b33-aa2e-280cce4fe511.maf.gz,0.75,77,38,0.493506,0.73196,0.617353
source_maf,1560add0-ce57-46e5-b923-6622904f5b39.maf.gz,0.75,39,4,0.102564,0.155308,0.270284
source_maf,16a12858-dcc6-4b9d-86c8-08118dc6171d.maf.gz,0.75,66,17,0.257576,0.430838,0.416225
source_maf,178c6e9c-d5d9-42fb-b91a-ac6f83acafaa.maf.gz,0.75,50,28,0.56,0.789964,0.628005
source_maf,17a8ed39-c0a6-4d80-a860-e129421a0f07.maf.gz,0.75,49,41,0.836735,0.982935,0.839004
source_maf,1854ea18-b3b5-4142-8161-e89c1e1f0e7d.maf.gz,0.75,1,0,0.0,0.027137,0.027137
source_maf,192041a9-6ff6-4e10-94c8-12a31849a790.maf.gz,0.75,280,141,0.503571,0.76564,0.577557
source_maf,19b1ff0f-51f4-4719-9a05-532424ed9dcf.maf.gz,0.75,67,46,0.686567,0.91153,0.723307
source_maf,1a007aab-6c65-4cbc-8ffb-9385e91a4e78.maf.gz,0.75,78,53,0.679487,0.904916,0.717265
source_maf,1a873714-42c9-4cc4-88a7-6016f4cfa0e2.maf.gz,0.75,8058,4732,0.587242,0.936264,0.635111
source_maf,1a93ab83-8ce8-4a84-97d2-b7e365fcc227.maf.gz,0.75,45,17,0.377778,0.448944,0.509856
source_maf,1ab603d6-2f35-40c1-97db-6203398dfcda.maf.gz,0.75,32,6,0.1875,0.001242,0.264161
source_maf,1b5d8814-b944-4f6a-8258-1c6a4c49ba10.maf.gz,0.75,27,13,0.481481,0.587263,0.52553
source_maf,1b66b4e6-95bd-43f7-a45d-84e0b2a1e8a0.maf.gz,0.75,84,56,0.666667,0.924574,0.735724
source_maf,1b777c6b-074a-4d01-bd19-7dfe0b41a7c0.maf.gz,0.75,35,21,0.6,0.940519,0.630398
source_maf,1b90129c-ac92-4f74-986b-6a1dc23c0c83.maf.gz,0.75,42,33,0.785714,0.952228,0.820164
source_maf,1be61e71-4eca-4251-84d1-b5eea0c61be0.maf.gz,0.75,79,69,0.873418,0.974681,0.863527
source_maf,1c129614-48ae-4bb6-904e-0ac64b39ea4a.maf.gz,0.75,45,20,0.444444,0.600597,0.547957
source_maf,1cf9d9a0-15c4-4809-adc8-d99a470cd01c.maf.gz,0.75,69,13,0.188406,0.256367,0.353658
source_maf,1e568cb0-e725-4d4b-9e11-e2c4aabe6ebe.maf.gz,0.75,55,31,0.563636,0.826472,0.62407
source_maf,1e9d3a4f-b9dd-4d02-94e5-d57ad695fed6.maf.gz,0.75,35,10,0.285714,0.293021,0.438147
source_maf,1eb430a9-c5ba-43f4-86fa-ff4db1241c85.maf.gz,0.75,56,26,0.464286,0.533973,0.508593
source_maf,1edcb635-0ddc-4276-b043-50b45971240b.maf.gz,0.75,49,19,0.387755,0.598622,0.56613
source_maf,1efae7be-1c7a-40ea-a620-e7d2851b35ce.maf.gz,0.75,43,28,0.651163,0.883505,0.694212
source_maf,210ed92f-448c-4b67-942d-c9c41d7ced06.maf.gz,0.75,598,133,0.222408,1e-06,0.242448
source_maf,21ae3762-ea7b-4b65-adc3-11f8f6406d83.maf.gz,0.75,55,49,0.890909,0.968329,0.869847
source_maf,2242451e-9382-43ad-916d-1ed9690e4130.maf.gz,0.75,51,23,0.45098,0.695777,0.576017
source_maf,22c8a8fd-ea19-4021-abd0-892391e3c70d.maf.gz,0.75,42,20,0.47619,0.599817,0.506886
source_maf,23d5c028-39f9-4bb5-8c18-377439391823.maf.gz,0.75,37,12,0.324324,0.408488,0.444277
source_maf,25ae6f57-797a-4fdd-a293-dc0efa1db330.maf.gz,0.75,52,17,0.326923,0.302402,0.424923
source_maf,26511721-713f-4f7d-bcf2-0045a2d6f5a2.maf.gz,0.75,40,31,0.775,0.961028,0.754964
source_maf,26a5a0b2-cf81-404b-a266-3fcff784336e.maf.gz,0.75,74,17,0.22973,0.283569,0.362299
source_maf,26c6704d-5e59-466d-b324-b4bc239794a8.maf.gz,0.75,37,17,0.459459,0.441288,0.501344
source_maf,26f70d72-362e-451f-a363-20aa0180af66.maf.gz,0.75,63,27,0.428571,0.671751,0.554184
source_maf,27339583-7def-4e33-a49e-f1fb4708f427.maf.gz,0.75,63,52,0.825397,0.966331,0.828904
source_maf,27aa82e2-0a8c-43c0-bc89-9f071cce278c.maf.gz,0.75,53,47,0.886792,0.988548,0.89822
source_maf,29ee4dcc-2384-4803-8b68-3d6c43721a72.maf.gz,0.75,63,49,0.777778,0.975355,0.795691
source_maf,2a055c39-d774-46eb-8377-8ebc4d53632c.maf.gz,0.75,60,33,0.55,0.777873,0.669971
source_maf,2c443cf0-f68e-475c-b068-468b8373ec05.maf.gz,0.75,85,47,0.552941,0.861809,0.575668
source_maf,2df12676-9f01-4c6f-ab71-bc0361ded3f9.maf.gz,0.75,36,11,0.305556,0.463837,0.45891
source_maf,2e2bc46b-82c5-449d-bffc-241bd9899ed5.maf.gz,0.75,63,43,0.68254,0.90168,0.662288
source_maf,300211d2-44ab-4a79-a26f-95f05bf4c1a4.maf.gz,0.75,65,30,0.461538,0.661591,0.578502
source_maf,300bbdde-ec44-4e36-90f3-af22a109e3f5.maf.gz,0.75,15,13,0.866667,0.934996,0.863479
source_maf,321d0b53-2d86-489f-b3c5-445850aa12f8.maf.gz,0.75,80,68,0.85,0.980763,0.830316
source_maf,322b687e-d4fa-4487-b59e-463c87d336f4.maf.gz,0.75,64,18,0.28125,0.377235,0.425863
source_maf,3264085f-1be7-4919-bfb2-e41ef256286c.maf.gz,0.75,15,6,0.4,3e-06,0.377414
source_maf,3276f8ba-625d-44a2-9342-3ae895c1c80b.maf.gz,0.75,72,55,0.763889,0.948243,0.770603
source_maf,330520f8-dc9f-43d5-aad1-4268d9aad144.maf.gz,0.75,79,48,0.607595,0.893114,0.6736
source_maf,33485a89-8af0-43d6-b627-264ac90b9bb9.maf.gz,0.75,95,62,0.652632,0.922196,0.716432
source_maf,33952b8e-74d7-483c-b84b-4b71a9cc586c.maf.gz,0.75,30,23,0.766667,0.984919,0.849304
source_maf,35275073-7f36-49eb-876d-8fcf581378d7.maf.gz,0.75,33,9,0.272727,0.325127,0.412647
source_maf,35d63751-7306-4f81-83ff-2d5c37d6ee12.maf.gz,0.75,90,71,0.788889,0.956609,0.796311
source_maf,36ad595b-6ee6-4ee4-b4fe-17dac6149f7a.maf.gz,0.75,29,13,0.448276,0.592525,0.554172
source_maf,379d8213-27fa-47d5-a361-c88ea3249220.maf.gz,0.75,50,14,0.28,0.360238,0.43757
source_maf,381258bf-7787-44fa-ae9c-a764e625d768.maf.gz,0.75,94,51,0.542553,0.84492,0.630758
source_maf,388b3879-6f72-43e3-b4a5-19309808fbe4.maf.gz,0.75,73,64,0.876712,0.982114,0.865779
source_maf,38c3188d-6a13-404e-8c41-0f11ff3a8fe3.maf.gz,0.75,83,37,0.445783,0.683604,0.588954
source_maf,39bc8e0a-7e9d-4d5e-b0cc-3c3a5d3cba6d.maf.gz,0.75,57,45,0.789474,0.985506,0.780413
source_maf,3a155b4a-5656-4626-b84b-3840d60bc08c.maf.gz,0.75,73,59,0.808219,0.955286,0.821047
source_maf,3a9008c6-a4f6-4893-9c12-3d798a1a0d27.maf.gz,0.75,62,25,0.403226,0.631916,0.523485
source_maf,3a922b8a-c15a-4623-814a-e54ede09339c.maf.gz,0.75,85,33,0.388235,0.567988,0.552017
source_maf,3aff228f-7ce7-42bc-a0a8-bb1e6279d16f.maf.gz,0.75,58,22,0.37931,0.550666,0.490425
source_maf,3b3fe35e-dca3-4690-bb70-e26e15bf4b42.maf.gz,0.75,61,17,0.278689,0.439069,0.455125
source_maf,3b47c841-0c15-4866-9c88-7935b4768f29.maf.gz,0.75,50,26,0.52,0.823283,0.664039
source_maf,3b7c651c-4c61-4e55-a2ec-9750b2b8b3ad.maf.gz,0.75,87,43,0.494253,0.749601,0.579192
